,URL,ID,Type,Index,Text,split_0,split_1,split_2,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index,group,group2,group3,group4,group5,group6,group7,group8,group9,group10,group11,group12,group13,group14,group15,group16
10,https://www.semanticscholar.org/paper/RoBERTa%3A-A-Robustly-Optimized-BERT-Pretraining-Liu-Ott/077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,1,Abstract,4,"Our best model achieves state-of-the-art results on GLUE, RACE and SQuAD.","Our best model achieves state-of-the-art results on GLUE, RACE and SQuAD.",,,"['Our', 'best', 'model', 'achieves', 'state-of-the-art', 'results', 'on', 'GLUE,', 'RACE', 'and', 'SQuAD.']",,,,best model,0,4,14,4,14,"[(4, 8), (9, 14)]",achieves,0,15,23,15,23,"[(15, 23)]","['best', 'model']",['achieves']
11,https://www.semanticscholar.org/paper/RoBERTa%3A-A-Robustly-Optimized-BERT-Pretraining-Liu-Ott/077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,1,Abstract,5,"These results highlight the importance of previously overlooked design choices, and raise questions about the source of recently reported improvements.","These results highlight the importance of previously overlooked design choices, and raise questions about the source of recently reported improvements.",,,"['These', 'results', 'highlight', 'the', 'importance', 'of', 'previously', 'overlooked', 'design', 'choices,', 'and', 'raise', 'questions', 'about', 'the', 'source', 'of', 'recently', 'reported', 'improvements.']",,,,These results,0,0,13,0,13,"[(0, 5), (6, 13)]",highlight and raise,0,14,90,14,90,"[(14, 23), (81, 84), (85, 90)]","['These', 'results']","['highlight', 'raise']"
12,https://www.semanticscholar.org/paper/RoBERTa%3A-A-Robustly-Optimized-BERT-Pretraining-Liu-Ott/077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,1,Abstract,6,We release our models and code.,We release our models and code.,,,"['We', 'release', 'our', 'models', 'and', 'code.']",,,,We,0,0,2,0,2,"[(0, 2)]",release,0,3,10,3,10,"[(3, 10)]",['We'],['release']
13,https://www.semanticscholar.org/paper/RoBERTa%3A-A-Robustly-Optimized-BERT-Pretraining-Liu-Ott/077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,1,Title,0,RoBERTa: A Robustly Optimized BERT Pretraining Approach.,,RoBERTa,: A Robustly Optimized BERT Pretraining Approach .,"['RoBERTa', ':', 'A', 'Robustly', 'Optimized', 'BERT', 'Pretraining', 'Approach', '.']","(0, 1)","(0, 7)",2,RoBERTa A BERT Approach,1,0,56,0,56,"[(0, 7), (10, 11), (31, 35), (48, 56)]",,,,,,,[],"['RoBERTa', 'A', 'BERT', 'Approach']",[]
14,https://www.semanticscholar.org/paper/DistilBERT%2C-a-distilled-version-of-BERT%3A-smaller%2C-Sanh-Debut/9df8a296b4f414dfea1997d6662b812c9d626c38,2,Abstract,0,"As Transfer Learning from large-scale pre-trained models becomes more prevalent in Natural Language Processing (NLP), operating these large models in on-the-edge and/or under constrained computational training or inference budgets remains challenging.","As Transfer Learning from large-scale pre-trained models becomes more prevalent in Natural Language Processing (NLP), operating these large models in on-the-edge and/or under constrained computational training or inference budgets remains challenging.",,,"['As', 'Transfer', 'Learning', 'from', 'large-scale', 'pre-trained', 'models', 'becomes', 'more', 'prevalent', 'in', 'Natural', 'Language', 'Processing', '(NLP),', 'operating', 'these', 'large', 'models', 'in', 'on-the-edge', 'and/or', 'under', 'constrained', 'computational', 'training', 'or', 'inference', 'budgets', 'remains', 'challenging.']",,,,,,,,,,[],remains,0,242,249,242,249,"[(242, 249)]",[],"['operating', 'remains']"
15,https://www.semanticscholar.org/paper/DistilBERT%2C-a-distilled-version-of-BERT%3A-smaller%2C-Sanh-Debut/9df8a296b4f414dfea1997d6662b812c9d626c38,2,Abstract,1,"In this work, we propose a method to pre-train a smaller general-purpose language representation model, called DistilBERT, which can then be fine-tuned with good performances on a wide range of tasks like its larger counterparts.","In this work , we propose a method to pre-train a smaller general-purpose language representation model , called",DistilBERT,", which can then be fine-tuned with good performances on a wide range of tasks like its larger counterparts .","['In', 'this', 'work', ',', 'we', 'propose', 'a', 'method', 'to', 'pre-train', 'a', 'smaller', 'general-purpose', 'language', 'representation', 'model', ',', 'called', 'DistilBERT', ',', 'which', 'can', 'then', 'be', 'fine-tuned', 'with', 'good', 'performances', 'on', 'a', 'wide', 'range', 'of', 'tasks', 'like', 'its', 'larger', 'counterparts', '.']","(18, 19)","(112, 122)",6,we,0,15,17,15,17,"[(15, 17)]",propose,0,18,25,18,25,"[(18, 25)]",['we'],['propose']
16,https://www.semanticscholar.org/paper/DistilBERT%2C-a-distilled-version-of-BERT%3A-smaller%2C-Sanh-Debut/9df8a296b4f414dfea1997d6662b812c9d626c38,2,Abstract,2,"While most prior work investigated the use of distillation for building task-specific models, we leverage knowledge distillation during the pre-training phase and show that it is possible to reduce the size of a BERT model by 40%, while retaining 97% of its language understanding capabilities and being 60% faster.","While most prior work investigated the use of distillation for building task-specific models , we leverage knowledge distillation during the pre-training phase and show that it is possible to reduce the size of a",BERT,"model by 40 % , while retaining 97 % of its language understanding capabilities and being 60 % faster .","['While', 'most', 'prior', 'work', 'investigated', 'the', 'use', 'of', 'distillation', 'for', 'building', 'task-specific', 'models', ',', 'we', 'leverage', 'knowledge', 'distillation', 'during', 'the', 'pre-training', 'phase', 'and', 'show', 'that', 'it', 'is', 'possible', 'to', 'reduce', 'the', 'size', 'of', 'a', 'BERT', 'model', 'by', '40', '%', ',', 'while', 'retaining', '97', '%', 'of', 'its', 'language', 'understanding', 'capabilities', 'and', 'being', '60', '%', 'faster', '.']","(34, 35)","(212, 216)",0,,,,,,,[],and show,0,164,172,164,172,"[(164, 167), (168, 172)]","['most', 'prior', 'work', 'we']","['investigated', 'building', 'leverage', 'show']"
17,https://www.semanticscholar.org/paper/DistilBERT%2C-a-distilled-version-of-BERT%3A-smaller%2C-Sanh-Debut/9df8a296b4f414dfea1997d6662b812c9d626c38,2,Abstract,3,"To leverage the inductive biases learned by larger models during pre-training, we introduce a triple loss combining language modeling, distillation and cosine-distance losses.","To leverage the inductive biases learned by larger models during pre-training, we introduce a triple loss combining language modeling, distillation and cosine-distance losses.",,,"['To', 'leverage', 'the', 'inductive', 'biases', 'learned', 'by', 'larger', 'models', 'during', 'pre-training,', 'we', 'introduce', 'a', 'triple', 'loss', 'combining', 'language', 'modeling,', 'distillation', 'and', 'cosine-distance', 'losses.']",,,,we,0,82,84,82,84,"[(82, 84)]",introduce,0,85,94,85,94,"[(85, 94)]",['we'],"['leverage', 'introduce']"
18,https://www.semanticscholar.org/paper/DistilBERT%2C-a-distilled-version-of-BERT%3A-smaller%2C-Sanh-Debut/9df8a296b4f414dfea1997d6662b812c9d626c38,2,Abstract,4,"Our smaller, faster and lighter model is cheaper to pre-train and we demonstrate its capabilities for on-device computations in a proof-of-concept experiment and a comparative on-device study.","Our smaller, faster and lighter model is cheaper to pre-train and we demonstrate its capabilities for on-device computations in a proof-of-concept experiment and a comparative on-device study.",,,"['Our', 'smaller,', 'faster', 'and', 'lighter', 'model', 'is', 'cheaper', 'to', 'pre-train', 'and', 'we', 'demonstrate', 'its', 'capabilities', 'for', 'on-device', 'computations', 'in', 'a', 'proof-of-concept', 'experiment', 'and', 'a', 'comparative', 'on-device', 'study.']",,,,,,,,,,[],and,0,65,68,65,68,"[(65, 68)]","['model', 'we']","['is', 'train', 'demonstrate']"
19,https://www.semanticscholar.org/paper/DistilBERT%2C-a-distilled-version-of-BERT%3A-smaller%2C-Sanh-Debut/9df8a296b4f414dfea1997d6662b812c9d626c38,2,Title,0,"DistilBERT, a distilled version of BERT: smaller, faster, cheaper and lighter.",,DistilBERT,", a distilled version of BERT : smaller , faster , cheaper and lighter .","['DistilBERT', ',', 'a', 'distilled', 'version', 'of', 'BERT', ':', 'smaller', ',', 'faster', ',', 'cheaper', 'and', 'lighter', '.']","(0, 1)","(0, 10)",6,a distilled version,2,13,32,2,21,"[(13, 14), (15, 24), (25, 32)]",,,,,,,[],"['a', 'distilled', 'version']",[]
20,https://www.semanticscholar.org/paper/BERT-Rediscovers-the-Classical-NLP-Pipeline-Tenney-Das/97906df07855b029b7aae7c2a1c6c5e8df1d531c,3,Abstract,0,Pre-trained text encoders have rapidly advanced the state of the art on many NLP tasks.,Pre-trained text encoders have rapidly advanced the state of the art on many NLP tasks.,,,"['Pre-trained', 'text', 'encoders', 'have', 'rapidly', 'advanced', 'the', 'state', 'of', 'the', 'art', 'on', 'many', 'NLP', 'tasks.']",,,,Pre - trained text encoders,0,0,27,0,27,"[(0, 3), (4, 5), (6, 13), (14, 18), (19, 27)]",have advanced,0,28,49,28,49,"[(28, 32), (41, 49)]","['Pre', '-', 'trained', 'text', 'encoders']","['have', 'advanced']"
21,https://www.semanticscholar.org/paper/BERT-Rediscovers-the-Classical-NLP-Pipeline-Tenney-Das/97906df07855b029b7aae7c2a1c6c5e8df1d531c,3,Abstract,1,"We focus on one such model, BERT, and aim to quantify where linguistic information is captured within the network.","We focus on one such model ,",BERT,", and aim to quantify where linguistic information is captured within the network .","['We', 'focus', 'on', 'one', 'such', 'model', ',', 'BERT', ',', 'and', 'aim', 'to', 'quantify', 'where', 'linguistic', 'information', 'is', 'captured', 'within', 'the', 'network', '.']","(7, 8)","(28, 32)",0,We,0,0,2,0,2,"[(0, 2)]",focus and aim,0,3,43,3,43,"[(3, 8), (36, 39), (40, 43)]",['We'],"['focus', 'aim', 'quantify']"
22,https://www.semanticscholar.org/paper/BERT-Rediscovers-the-Classical-NLP-Pipeline-Tenney-Das/97906df07855b029b7aae7c2a1c6c5e8df1d531c,3,Abstract,2,"We find that the model represents the steps of the traditional NLP pipeline in an interpretable and localizable way, and that the regions responsible for each step appear in the expected sequence: POS tagging, parsing, NER, semantic roles, then coreference.","We find that the model represents the steps of the traditional NLP pipeline in an interpretable and localizable way, and that the regions responsible for each step appear in the expected sequence: POS tagging, parsing, NER, semantic roles, then coreference.",,,"['We', 'find', 'that', 'the', 'model', 'represents', 'the', 'steps', 'of', 'the', 'traditional', 'NLP', 'pipeline', 'in', 'an', 'interpretable', 'and', 'localizable', 'way,', 'and', 'that', 'the', 'regions', 'responsible', 'for', 'each', 'step', 'appear', 'in', 'the', 'expected', 'sequence:', 'POS', 'tagging,', 'parsing,', 'NER,', 'semantic', 'roles,', 'then', 'coreference.']",,,,We,0,0,2,0,2,"[(0, 2)]",find,0,3,7,3,7,"[(3, 7)]",['We'],['find']
23,https://www.semanticscholar.org/paper/BERT-Rediscovers-the-Classical-NLP-Pipeline-Tenney-Das/97906df07855b029b7aae7c2a1c6c5e8df1d531c,3,Abstract,3,"Qualitative analysis reveals that the model can and often does adjust this pipeline dynamically, revising lower-level decisions on the basis of disambiguating information from higher-level representations.","Qualitative analysis reveals that the model can and often does adjust this pipeline dynamically, revising lower-level decisions on the basis of disambiguating information from higher-level representations.",,,"['Qualitative', 'analysis', 'reveals', 'that', 'the', 'model', 'can', 'and', 'often', 'does', 'adjust', 'this', 'pipeline', 'dynamically,', 'revising', 'lower-level', 'decisions', 'on', 'the', 'basis', 'of', 'disambiguating', 'information', 'from', 'higher-level', 'representations.']",,,,Qualitative analysis,0,0,20,0,20,"[(0, 11), (12, 20)]",reveals,0,21,28,21,28,"[(21, 28)]","['Qualitative', 'analysis']",['reveals']
24,https://www.semanticscholar.org/paper/BERT-Rediscovers-the-Classical-NLP-Pipeline-Tenney-Das/97906df07855b029b7aae7c2a1c6c5e8df1d531c,3,Title,0,BERT Rediscovers the Classical NLP Pipeline.,,BERT,Rediscovers the Classical NLP Pipeline .,"['BERT', 'Rediscovers', 'the', 'Classical', 'NLP', 'Pipeline', '.']","(0, 1)","(0, 4)",0,BERT,1,0,4,0,4,"[(0, 4)]",,,,,,,[],['BERT'],[]
25,https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Abstract,0,"Large pre-trained neural networks such as BERT have had great recent success in NLP, motivating a growing body of research investigating what aspects of language they are able to learn from unlabeled data.",Large pre-trained neural networks such as,BERT,"have had great recent success in NLP , motivating a growing body of research investigating what aspects of language they are able to learn from unlabeled data .","['Large', 'pre-trained', 'neural', 'networks', 'such', 'as', 'BERT', 'have', 'had', 'great', 'recent', 'success', 'in', 'NLP', ',', 'motivating', 'a', 'growing', 'body', 'of', 'research', 'investigating', 'what', 'aspects', 'of', 'language', 'they', 'are', 'able', 'to', 'learn', 'from', 'unlabeled', 'data', '.']","(6, 7)","(41, 45)",0,Large pre - trained neural networks,0,0,35,0,35,"[(0, 5), (6, 9), (10, 11), (12, 19), (20, 26), (27, 35)]",have had,2,49,57,2,10,"[(49, 53), (54, 57)]","['Large', 'pre', '-', 'trained', 'neural', 'networks']","['have', 'had', 'motivating']"
26,https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Abstract,1,"Most recent analysis has focused on model outputs (e.g., language model surprisal) or internal vector representations (e.g., probing classifiers).","Most recent analysis has focused on model outputs (e.g., language model surprisal) or internal vector representations (e.g., probing classifiers).",,,"['Most', 'recent', 'analysis', 'has', 'focused', 'on', 'model', 'outputs', '(e.g.,', 'language', 'model', 'surprisal)', 'or', 'internal', 'vector', 'representations', '(e.g.,', 'probing', 'classifiers).']",,,,Most recent analysis,0,0,20,0,20,"[(0, 4), (5, 11), (12, 20)]",has focused,0,21,32,21,32,"[(21, 24), (25, 32)]","['Most', 'recent', 'analysis']","['has', 'focused']"
27,https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Abstract,2,"Complementary to these works, we propose methods for analyzing the attention mechanisms of pre-trained models and apply them to BERT.","Complementary to these works , we propose methods for analyzing the attention mechanisms of pre-trained models and apply them to",BERT,.,"['Complementary', 'to', 'these', 'works', ',', 'we', 'propose', 'methods', 'for', 'analyzing', 'the', 'attention', 'mechanisms', 'of', 'pre-trained', 'models', 'and', 'apply', 'them', 'to', 'BERT', '.']","(20, 21)","(128, 132)",0,we,0,31,33,31,33,"[(31, 33)]",propose,0,34,41,34,41,"[(34, 41)]",['we'],['propose']
28,https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Abstract,3,"BERT's attention heads exhibit patterns such as attending to delimiter tokens, specific positional offsets, or broadly attending over the whole sentence, with heads in the same layer often exhibiting similar behaviors.",,BERT,"'s attention heads exhibit patterns such as attending to delimiter tokens , specific positional offsets , or broadly attending over the whole sentence , with heads in the same layer often exhibiting similar behaviors .","['BERT', ""'s"", 'attention', 'heads', 'exhibit', 'patterns', 'such', 'as', 'attending', 'to', 'delimiter', 'tokens', ',', 'specific', 'positional', 'offsets', ',', 'or', 'broadly', 'attending', 'over', 'the', 'whole', 'sentence', ',', 'with', 'heads', 'in', 'the', 'same', 'layer', 'often', 'exhibiting', 'similar', 'behaviors', '.']","(0, 1)","(0, 4)",0,BERT 's attention,1,0,17,0,17,"[(0, 4), (5, 7), (8, 17)]",,,,,,,[],"['BERT', 'attention']",[]
29,https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Abstract,4,We further show that certain attention heads correspond well to linguistic notions of syntax and coreference.,We further show that certain attention heads correspond well to linguistic notions of syntax and coreference.,,,"['We', 'further', 'show', 'that', 'certain', 'attention', 'heads', 'correspond', 'well', 'to', 'linguistic', 'notions', 'of', 'syntax', 'and', 'coreference.']",,,,We,0,0,2,0,2,"[(0, 2)]",show,0,11,15,11,15,"[(11, 15)]",['We'],['show']
30,https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Abstract,5,"For example, we find heads that attend to the direct objects of verbs, determiners of nouns, objects of prepositions, and coreferent mentions with remarkably high accuracy.","For example, we find heads that attend to the direct objects of verbs, determiners of nouns, objects of prepositions, and coreferent mentions with remarkably high accuracy.",,,"['For', 'example,', 'we', 'find', 'heads', 'that', 'attend', 'to', 'the', 'direct', 'objects', 'of', 'verbs,', 'determiners', 'of', 'nouns,', 'objects', 'of', 'prepositions,', 'and', 'coreferent', 'mentions', 'with', 'remarkably', 'high', 'accuracy.']",,,,we,0,14,16,14,16,"[(14, 16)]",find,0,17,21,17,21,"[(17, 21)]",['we'],['find']
31,https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Abstract,6,"Lastly, we propose an attention-based probing classifier and use it to further demonstrate that substantial syntactic information is captured in BERT's attention.","Lastly , we propose an attention-based probing classifier and use it to further demonstrate that substantial syntactic information is captured in",BERT,'s attention .,"['Lastly', ',', 'we', 'propose', 'an', 'attention-based', 'probing', 'classifier', 'and', 'use', 'it', 'to', 'further', 'demonstrate', 'that', 'substantial', 'syntactic', 'information', 'is', 'captured', 'in', 'BERT', ""'s"", 'attention', '.']","(21, 22)","(145, 149)",0,we,0,9,11,9,11,"[(9, 11)]",propose and use,0,12,67,12,67,"[(12, 19), (60, 63), (64, 67)]",['we'],"['propose', 'use', 'demonstrate']"
32,https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Title,0,What Does BERT Look At?,What Does,BERT,Look At ?,"['What', 'Does', 'BERT', 'Look', 'At', '?']","(2, 3)","(9, 13)",0,,,,,,,[],,,,,,,[],[],[]
33,https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Title,1,An Analysis of BERT's Attention.,An Analysis of,BERT,'s Attention .,"['An', 'Analysis', 'of', 'BERT', ""'s"", 'Attention', '.']","(3, 4)","(14, 18)",0,An Analysis,0,0,11,0,11,"[(0, 2), (3, 11)]",,,,,,,[],"['An', 'Analysis']",[]
