,URL,ID,Type,Index,Text,split_0,split_1,split_2,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index,group,group2,group3,group4,group5,group6,group7,group8,group9,group10,group11,group12,group13,group14
10,https://www.semanticscholar.org/paper/Exploring-the-Limits-of-Transfer-Learning-with-a-Raffel-Shazeer/c7be76475b98ca7ab9ce182c4b57e16ca9e2976b,0,Title,0,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer.,Exploring the Limits of Transfer Learning with a Unified Text-to-Text,Transformer,.,"['Exploring', 'the', 'Limits', 'of', 'Transfer', 'Learning', 'with', 'a', 'Unified', 'Text-to-Text', 'Transformer', '.']","(10, 11)","(69, 80)",0,the Limits Text Transformer,0,10,85,10,85,Exploring,0,0,9,0,9,"['the', 'Limits', 'Text', 'Transformer']",['Exploring']
11,https://www.semanticscholar.org/paper/Exploring-the-Limits-of-Transfer-Learning-with-a-Raffel-Shazeer/c7be76475b98ca7ab9ce182c4b57e16ca9e2976b,0,Title,0,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer.,Exploring the Limits of,Transfer Learning,with a Unified Text-to-Text Transformer .,"['Exploring', 'the', 'Limits', 'of', 'Transfer', 'Learning', 'with', 'a', 'Unified', 'Text-to-Text', 'Transformer', '.']","(4, 6)","(23, 40)",0,the Limits Text Transformer,0,10,85,10,85,Exploring,0,0,9,0,9,"['the', 'Limits', 'Text', 'Transformer']",['Exploring']
12,https://www.semanticscholar.org/paper/Exploring-the-Limits-of-Transfer-Learning-with-a-Raffel-Shazeer/c7be76475b98ca7ab9ce182c4b57e16ca9e2976b,0,Title,0,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer.,Exploring the Limits of,Transfer,Learning with a Unified Text-to-Text Transformer .,"['Exploring', 'the', 'Limits', 'of', 'Transfer', 'Learning', 'with', 'a', 'Unified', 'Text-to-Text', 'Transformer', '.']","(4, 5)","(23, 31)",0,the Limits Text Transformer,0,10,85,10,85,Exploring,0,0,9,0,9,"['the', 'Limits', 'Text', 'Transformer']",['Exploring']
13,https://www.semanticscholar.org/paper/Transformers%3A-State-of-the-art-Natural-Language-Wolf-Debut/af3f67b6639a50fd094e1467a2f3b6b8fef7c7c2,1,Abstract,0,"Large pre-trained neural networks such as BERT have had great recent success in NLP, motivating a growing body of research investigating what aspects of language they are able to learn from unlabeled data.","Large pre-trained neural networks such as BERT have had great recent success in NLP, motivating a growing body of research investigating what aspects of language they are able to learn from unlabeled data.",,,"['Large', 'pre-trained', 'neural', 'networks', 'such', 'as', 'BERT', 'have', 'had', 'great', 'recent', 'success', 'in', 'NLP,', 'motivating', 'a', 'growing', 'body', 'of', 'research', 'investigating', 'what', 'aspects', 'of', 'language', 'they', 'are', 'able', 'to', 'learn', 'from', 'unlabeled', 'data.']",,,,Large pre - trained neural networks,0,0,35,0,35,have had,0,49,57,49,57,"['Large', 'pre', '-', 'trained', 'neural', 'networks']","['have', 'had', 'motivating']"
14,https://www.semanticscholar.org/paper/Transformers%3A-State-of-the-art-Natural-Language-Wolf-Debut/af3f67b6639a50fd094e1467a2f3b6b8fef7c7c2,1,Abstract,1,"Most recent analysis has focused on model outputs (e.g., language model surprisal) or internal vector representations (e.g., probing classifiers).","Most recent analysis has focused on model outputs (e.g., language model surprisal) or internal vector representations (e.g., probing classifiers).",,,"['Most', 'recent', 'analysis', 'has', 'focused', 'on', 'model', 'outputs', '(e.g.,', 'language', 'model', 'surprisal)', 'or', 'internal', 'vector', 'representations', '(e.g.,', 'probing', 'classifiers).']",,,,Most recent analysis,0,0,20,0,20,has focused,0,21,32,21,32,"['Most', 'recent', 'analysis']","['has', 'focused']"
15,https://www.semanticscholar.org/paper/Transformers%3A-State-of-the-art-Natural-Language-Wolf-Debut/af3f67b6639a50fd094e1467a2f3b6b8fef7c7c2,1,Abstract,2,"Complementary to these works, we propose methods for analyzing the attention mechanisms of pre-trained models and apply them to BERT.","Complementary to these works, we propose methods for analyzing the attention mechanisms of pre-trained models and apply them to BERT.",,,"['Complementary', 'to', 'these', 'works,', 'we', 'propose', 'methods', 'for', 'analyzing', 'the', 'attention', 'mechanisms', 'of', 'pre-trained', 'models', 'and', 'apply', 'them', 'to', 'BERT.']",,,,we,0,31,33,31,33,propose,0,34,41,34,41,['we'],['propose']
16,https://www.semanticscholar.org/paper/Transformers%3A-State-of-the-art-Natural-Language-Wolf-Debut/af3f67b6639a50fd094e1467a2f3b6b8fef7c7c2,1,Abstract,3,"BERT's attention heads exhibit patterns such as attending to delimiter tokens, specific positional offsets, or broadly attending over the whole sentence, with heads in the same layer often exhibiting similar behaviors.","BERT's attention heads exhibit patterns such as attending to delimiter tokens, specific positional offsets, or broadly attending over the whole sentence, with heads in the same layer often exhibiting similar behaviors.",,,"[""BERT's"", 'attention', 'heads', 'exhibit', 'patterns', 'such', 'as', 'attending', 'to', 'delimiter', 'tokens,', 'specific', 'positional', 'offsets,', 'or', 'broadly', 'attending', 'over', 'the', 'whole', 'sentence,', 'with', 'heads', 'in', 'the', 'same', 'layer', 'often', 'exhibiting', 'similar', 'behaviors.']",,,,BERT 's attention,0,0,17,0,17,,,,,,,"['BERT', 'attention']",[]
17,https://www.semanticscholar.org/paper/Transformers%3A-State-of-the-art-Natural-Language-Wolf-Debut/af3f67b6639a50fd094e1467a2f3b6b8fef7c7c2,1,Abstract,4,We further show that certain attention heads correspond well to linguistic notions of syntax and coreference.,We further show that certain attention heads correspond well to linguistic notions of syntax and coreference.,,,"['We', 'further', 'show', 'that', 'certain', 'attention', 'heads', 'correspond', 'well', 'to', 'linguistic', 'notions', 'of', 'syntax', 'and', 'coreference.']",,,,We,0,0,2,0,2,show,0,11,15,11,15,['We'],['show']
18,https://www.semanticscholar.org/paper/Transformers%3A-State-of-the-art-Natural-Language-Wolf-Debut/af3f67b6639a50fd094e1467a2f3b6b8fef7c7c2,1,Abstract,5,"For example, we find heads that attend to the direct objects of verbs, determiners of nouns, objects of prepositions, and coreferent mentions with remarkably high accuracy.","For example, we find heads that attend to the direct objects of verbs, determiners of nouns, objects of prepositions, and coreferent mentions with remarkably high accuracy.",,,"['For', 'example,', 'we', 'find', 'heads', 'that', 'attend', 'to', 'the', 'direct', 'objects', 'of', 'verbs,', 'determiners', 'of', 'nouns,', 'objects', 'of', 'prepositions,', 'and', 'coreferent', 'mentions', 'with', 'remarkably', 'high', 'accuracy.']",,,,we,0,14,16,14,16,find,0,17,21,17,21,['we'],['find']
19,https://www.semanticscholar.org/paper/Transformers%3A-State-of-the-art-Natural-Language-Wolf-Debut/af3f67b6639a50fd094e1467a2f3b6b8fef7c7c2,1,Abstract,6,"Lastly, we propose an attention-based probing classifier and use it to further demonstrate that substantial syntactic information is captured in BERT's attention.","Lastly, we propose an attention-based probing classifier and use it to further demonstrate that substantial syntactic information is captured in BERT's attention.",,,"['Lastly,', 'we', 'propose', 'an', 'attention-based', 'probing', 'classifier', 'and', 'use', 'it', 'to', 'further', 'demonstrate', 'that', 'substantial', 'syntactic', 'information', 'is', 'captured', 'in', ""BERT's"", 'attention.']",,,,we,0,9,11,9,11,propose and use,0,12,67,12,67,['we'],"['propose', 'use', 'demonstrate']"
20,https://www.semanticscholar.org/paper/Transformers%3A-State-of-the-art-Natural-Language-Wolf-Debut/af3f67b6639a50fd094e1467a2f3b6b8fef7c7c2,1,Title,0,Transformers: State-of-the-art Natural Language Processing.,,Transformers,: State-of-the-art Natural Language Processing .,"['Transformers', ':', 'State-of-the-art', 'Natural', 'Language', 'Processing', '.']","(0, 1)","(0, 12)",0,Transformers State the art Natural Language Processing,1,0,65,0,65,,,,,,,"['Transformers', 'State', 'the', 'art', 'Natural', 'Language', 'Processing']",[]
21,https://www.semanticscholar.org/paper/SMART%3A-Robust-and-Efficient-Fine-Tuning-for-Natural-Jiang-He/7234b6be1573b3e552b7a54b46452599ff869a94,2,Abstract,0,Transfer learning has fundamentally changed the landscape of natural language processing (NLP) research.,,Transfer learning,has fundamentally changed the landscape of natural language processing ( NLP ) research .,"['Transfer', 'learning', 'has', 'fundamentally', 'changed', 'the', 'landscape', 'of', 'natural', 'language', 'processing', '(', 'NLP', ')', 'research', '.']","(0, 2)","(0, 17)",0,Transfer learning,1,0,17,0,17,has changed,2,18,43,0,25,"['Transfer', 'learning']","['has', 'changed']"
22,https://www.semanticscholar.org/paper/SMART%3A-Robust-and-Efficient-Fine-Tuning-for-Natural-Jiang-He/7234b6be1573b3e552b7a54b46452599ff869a94,2,Abstract,0,Transfer learning has fundamentally changed the landscape of natural language processing (NLP) research.,,Transfer,learning has fundamentally changed the landscape of natural language processing ( NLP ) research .,"['Transfer', 'learning', 'has', 'fundamentally', 'changed', 'the', 'landscape', 'of', 'natural', 'language', 'processing', '(', 'NLP', ')', 'research', '.']","(0, 1)","(0, 8)",0,Transfer learning,1,0,17,0,17,has changed,2,18,43,9,34,"['Transfer', 'learning']","['has', 'changed']"
23,https://www.semanticscholar.org/paper/SMART%3A-Robust-and-Efficient-Fine-Tuning-for-Natural-Jiang-He/7234b6be1573b3e552b7a54b46452599ff869a94,2,Abstract,1,Many existing state-of-the-art models are first pre-trained on a large text corpus and then fine-tuned on downstream tasks.,Many existing state-of-the-art models are first pre-trained on a large text corpus and then fine-tuned on downstream tasks.,,,"['Many', 'existing', 'state-of-the-art', 'models', 'are', 'first', 'pre-trained', 'on', 'a', 'large', 'text', 'corpus', 'and', 'then', 'fine-tuned', 'on', 'downstream', 'tasks.']",,,,Many state art models,0,0,43,0,43,are - trained and,0,44,94,44,94,"['Many', 'state', 'art', 'models']","['are', '-', 'trained']"
24,https://www.semanticscholar.org/paper/SMART%3A-Robust-and-Efficient-Fine-Tuning-for-Natural-Jiang-He/7234b6be1573b3e552b7a54b46452599ff869a94,2,Abstract,2,"However, due to limited data resources from downstream tasks and the extremely large capacity of pre-trained models, aggressive fine-tuning often causes the adapted model to overfit the data of downstream tasks and forget the knowledge of the pre-trained model.","However, due to limited data resources from downstream tasks and the extremely large capacity of pre-trained models, aggressive fine-tuning often causes the adapted model to overfit the data of downstream tasks and forget the knowledge of the pre-trained model.",,,"['However,', 'due', 'to', 'limited', 'data', 'resources', 'from', 'downstream', 'tasks', 'and', 'the', 'extremely', 'large', 'capacity', 'of', 'pre-trained', 'models,', 'aggressive', 'fine-tuning', 'often', 'causes', 'the', 'adapted', 'model', 'to', 'overfit', 'the', 'data', 'of', 'downstream', 'tasks', 'and', 'forget', 'the', 'knowledge', 'of', 'the', 'pre-trained', 'model.']",,,,,,,,,,causes,0,152,158,152,158,[],"['causes', 'overfit', 'forget']"
25,https://www.semanticscholar.org/paper/SMART%3A-Robust-and-Efficient-Fine-Tuning-for-Natural-Jiang-He/7234b6be1573b3e552b7a54b46452599ff869a94,2,Abstract,3,"To address the above issue in a more principled manner, we propose a new computational framework for robust and efficient fine-tuning for pre-trained language models.","To address the above issue in a more principled manner, we propose a new computational framework for robust and efficient fine-tuning for pre-trained language models.",,,"['To', 'address', 'the', 'above', 'issue', 'in', 'a', 'more', 'principled', 'manner,', 'we', 'propose', 'a', 'new', 'computational', 'framework', 'for', 'robust', 'and', 'efficient', 'fine-tuning', 'for', 'pre-trained', 'language', 'models.']",,,,we,0,57,59,57,59,propose,0,60,67,60,67,['we'],"['address', 'propose']"
26,https://www.semanticscholar.org/paper/SMART%3A-Robust-and-Efficient-Fine-Tuning-for-Natural-Jiang-He/7234b6be1573b3e552b7a54b46452599ff869a94,2,Abstract,4,"Specifically, our proposed framework contains two important ingredients: 1.","Specifically, our proposed framework contains two important ingredients: 1.",,,"['Specifically,', 'our', 'proposed', 'framework', 'contains', 'two', 'important', 'ingredients:', '1.']",,,,framework,0,28,37,28,37,contains,0,38,46,38,46,['framework'],['contains']
27,https://www.semanticscholar.org/paper/SMART%3A-Robust-and-Efficient-Fine-Tuning-for-Natural-Jiang-He/7234b6be1573b3e552b7a54b46452599ff869a94,2,Abstract,5,"Smoothness-inducing regularization, which effectively manages the capacity of the model; 2.","Smoothness-inducing regularization, which effectively manages the capacity of the model; 2.",,,"['Smoothness-inducing', 'regularization,', 'which', 'effectively', 'manages', 'the', 'capacity', 'of', 'the', 'model;', '2.']",,,,Smoothness,0,0,10,0,10,,,,,,,['Smoothness'],['inducing']
28,https://www.semanticscholar.org/paper/SMART%3A-Robust-and-Efficient-Fine-Tuning-for-Natural-Jiang-He/7234b6be1573b3e552b7a54b46452599ff869a94,2,Abstract,6,"Bregman proximal point optimization, which is a class of trust-region methods and can prevent knowledge forgetting.","Bregman proximal point optimization, which is a class of trust-region methods and can prevent knowledge forgetting.",,,"['Bregman', 'proximal', 'point', 'optimization,', 'which', 'is', 'a', 'class', 'of', 'trust-region', 'methods', 'and', 'can', 'prevent', 'knowledge', 'forgetting.']",,,,Bregman proximal point optimization,0,0,35,0,35,,,,,,,"['Bregman', 'proximal', 'point', 'optimization']",[]
29,https://www.semanticscholar.org/paper/SMART%3A-Robust-and-Efficient-Fine-Tuning-for-Natural-Jiang-He/7234b6be1573b3e552b7a54b46452599ff869a94,2,Abstract,7,Our experiments demonstrate that our proposed method achieves the state-of-the-art performance on multiple NLP benchmarks.,Our experiments demonstrate that our proposed method achieves the state-of-the-art performance on multiple NLP benchmarks.,,,"['Our', 'experiments', 'demonstrate', 'that', 'our', 'proposed', 'method', 'achieves', 'the', 'state-of-the-art', 'performance', 'on', 'multiple', 'NLP', 'benchmarks.']",,,,experiments,0,4,15,4,15,demonstrate,0,16,27,16,27,['experiments'],['demonstrate']
30,https://www.semanticscholar.org/paper/SMART%3A-Robust-and-Efficient-Fine-Tuning-for-Natural-Jiang-He/7234b6be1573b3e552b7a54b46452599ff869a94,2,Title,0,SMART: Robust and Efficient Fine-Tuning for Pre-trained Natural Language Models through Principled Regularized Optimization.,SMART: Robust and Efficient Fine-Tuning for Pre-trained Natural Language Models through Principled Regularized Optimization.,,,"['SMART:', 'Robust', 'and', 'Efficient', 'Fine-Tuning', 'for', 'Pre-trained', 'Natural', 'Language', 'Models', 'through', 'Principled', 'Regularized', 'Optimization.']",,,,Fine Tuning Pre - Natural Language Models,0,29,84,29,84,,,,,,,"['Fine', 'Tuning', 'Pre', '-', 'Natural', 'Language', 'Models']",[]
31,https://www.semanticscholar.org/paper/Pre-training-Is-(Almost)-All-You-Need%3A-An-to-Tamborrino-Pellicano/d6599d4dfaeb78bea1f975db683aa653e26b3987,3,Abstract,0,Fine-tuning of pre-trained transformer models has become the standard approach for solving common NLP tasks.,Fine-tuning of pre-trained,transformer,models has become the standard approach for solving common NLP tasks .,"['Fine-tuning', 'of', 'pre-trained', 'transformer', 'models', 'has', 'become', 'the', 'standard', 'approach', 'for', 'solving', 'common', 'NLP', 'tasks', '.']","(3, 4)","(26, 37)",0,Fine trained transformer models,0,0,49,0,49,has become,2,50,60,11,21,"['Fine', 'trained', 'transformer', 'models']","['has', 'become']"
32,https://www.semanticscholar.org/paper/Pre-training-Is-(Almost)-All-You-Need%3A-An-to-Tamborrino-Pellicano/d6599d4dfaeb78bea1f975db683aa653e26b3987,3,Abstract,1,Most of the existing approaches rely on a randomly initialized classifier on top of such networks.,Most of the existing approaches rely on a randomly initialized classifier on top of such networks.,,,"['Most', 'of', 'the', 'existing', 'approaches', 'rely', 'on', 'a', 'randomly', 'initialized', 'classifier', 'on', 'top', 'of', 'such', 'networks.']",,,,Most,0,0,4,0,4,rely,0,32,36,32,36,['Most'],['rely']
33,https://www.semanticscholar.org/paper/Pre-training-Is-(Almost)-All-You-Need%3A-An-to-Tamborrino-Pellicano/d6599d4dfaeb78bea1f975db683aa653e26b3987,3,Abstract,2,"We argue that this fine-tuning procedure is sub-optimal as the pre-trained model has no prior on the specific classifier labels, while it might have already learned an intrinsic textual representation of the task.","We argue that this fine-tuning procedure is sub-optimal as the pre-trained model has no prior on the specific classifier labels, while it might have already learned an intrinsic textual representation of the task.",,,"['We', 'argue', 'that', 'this', 'fine-tuning', 'procedure', 'is', 'sub-optimal', 'as', 'the', 'pre-trained', 'model', 'has', 'no', 'prior', 'on', 'the', 'specific', 'classifier', 'labels,', 'while', 'it', 'might', 'have', 'already', 'learned', 'an', 'intrinsic', 'textual', 'representation', 'of', 'the', 'task.']",,,,We,0,0,2,0,2,argue,0,3,8,3,8,['We'],['argue']
34,https://www.semanticscholar.org/paper/Pre-training-Is-(Almost)-All-You-Need%3A-An-to-Tamborrino-Pellicano/d6599d4dfaeb78bea1f975db683aa653e26b3987,3,Abstract,3,"In this paper, we introduce a new scoring method that casts a plausibility ranking task in a full-text format and leverages the masked language modeling head tuned during the pre-training phase.","In this paper, we introduce a new scoring method that casts a plausibility ranking task in a full-text format and leverages the masked language modeling head tuned during the pre-training phase.",,,"['In', 'this', 'paper,', 'we', 'introduce', 'a', 'new', 'scoring', 'method', 'that', 'casts', 'a', 'plausibility', 'ranking', 'task', 'in', 'a', 'full-text', 'format', 'and', 'leverages', 'the', 'masked', 'language', 'modeling', 'head', 'tuned', 'during', 'the', 'pre-training', 'phase.']",,,,we,0,16,18,16,18,introduce,0,19,28,19,28,['we'],['introduce']
35,https://www.semanticscholar.org/paper/Pre-training-Is-(Almost)-All-You-Need%3A-An-to-Tamborrino-Pellicano/d6599d4dfaeb78bea1f975db683aa653e26b3987,3,Abstract,4,"We study commonsense reasoning tasks where the model must rank a set of hypotheses given a premise, focusing on the COPA, Swag, HellaSwag and CommonsenseQA datasets.","We study commonsense reasoning tasks where the model must rank a set of hypotheses given a premise, focusing on the COPA, Swag, HellaSwag and CommonsenseQA datasets.",,,"['We', 'study', 'commonsense', 'reasoning', 'tasks', 'where', 'the', 'model', 'must', 'rank', 'a', 'set', 'of', 'hypotheses', 'given', 'a', 'premise,', 'focusing', 'on', 'the', 'COPA,', 'Swag,', 'HellaSwag', 'and', 'CommonsenseQA', 'datasets.']",,,,We,0,0,2,0,2,study,0,3,8,3,8,['We'],['study']
36,https://www.semanticscholar.org/paper/Pre-training-Is-(Almost)-All-You-Need%3A-An-to-Tamborrino-Pellicano/d6599d4dfaeb78bea1f975db683aa653e26b3987,3,Abstract,5,"By exploiting our scoring method without fine-tuning, we are able to produce strong baselines (e.g.","By exploiting our scoring method without fine-tuning, we are able to produce strong baselines (e.g.",,,"['By', 'exploiting', 'our', 'scoring', 'method', 'without', 'fine-tuning,', 'we', 'are', 'able', 'to', 'produce', 'strong', 'baselines', '(e.g.']",,,,we,0,57,59,57,59,are produce,0,60,79,60,79,['we'],"['are', 'produce']"
37,https://www.semanticscholar.org/paper/Pre-training-Is-(Almost)-All-You-Need%3A-An-to-Tamborrino-Pellicano/d6599d4dfaeb78bea1f975db683aa653e26b3987,3,Abstract,6,80% test accuracy on COPA) that are comparable to supervised approaches.,80% test accuracy on COPA) that are comparable to supervised approaches.,,,"['80%', 'test', 'accuracy', 'on', 'COPA)', 'that', 'are', 'comparable', 'to', 'supervised', 'approaches.']",,,,% test accuracy,0,3,18,3,18,,,,,,,"['%', 'test', 'accuracy']",[]
