,URL,ID,Type,Index,Text,split_0,split_1,split_2,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index,group,group2,group3,group4,group5,group6,group7,group8,group9,group10,group11,group12,group13,group14
10,https://www.semanticscholar.org/paper/On-Making-Reading-Comprehension-More-Comprehensive-Gardner-Berant/c2c165dd615d4fc31d4fef4b4acbcab1a1655983,1,Abstract,2,"Despite all of this interest, there is no work that systematically defines what reading comprehension is.","Despite all of this interest, there is no work that systematically defines what reading comprehension is.",,,"['Despite', 'all', 'of', 'this', 'interest,', 'there', 'is', 'no', 'work', 'that', 'systematically', 'defines', 'what', 'reading', 'comprehension', 'is.']",,,,,,,,,,is,0,37,39,37,39,[],['is']
11,https://www.semanticscholar.org/paper/On-Making-Reading-Comprehension-More-Comprehensive-Gardner-Berant/c2c165dd615d4fc31d4fef4b4acbcab1a1655983,1,Abstract,3,"In this work, we justify a question answering approach to reading comprehension and describe the various kinds of questions one might use to more fully test a system’s comprehension of a passage, moving beyond questions that only probe local predicate-argument structures.","In this work, we justify a question answering approach to reading comprehension and describe the various kinds of questions one might use to more fully test a system’s comprehension of a passage, moving beyond questions that only probe local predicate-argument structures.",,,"['In', 'this', 'work,', 'we', 'justify', 'a', 'question', 'answering', 'approach', 'to', 'reading', 'comprehension', 'and', 'describe', 'the', 'various', 'kinds', 'of', 'questions', 'one', 'might', 'use', 'to', 'more', 'fully', 'test', 'a', 'system’s', 'comprehension', 'of', 'a', 'passage,', 'moving', 'beyond', 'questions', 'that', 'only', 'probe', 'local', 'predicate-argument', 'structures.']",,,,we,0,15,17,15,17,justify and describe,0,18,93,18,93,['we'],"['justify', 'describe']"
12,https://www.semanticscholar.org/paper/On-Making-Reading-Comprehension-More-Comprehensive-Gardner-Berant/c2c165dd615d4fc31d4fef4b4acbcab1a1655983,1,Abstract,4,The main pitfall of this approach is that questions can easily have surface cues or other biases that allow a model to shortcut the intended reasoning process.,The main pitfall of this approach is that questions can easily have surface cues or other biases that allow a model to shortcut the intended reasoning process.,,,"['The', 'main', 'pitfall', 'of', 'this', 'approach', 'is', 'that', 'questions', 'can', 'easily', 'have', 'surface', 'cues', 'or', 'other', 'biases', 'that', 'allow', 'a', 'model', 'to', 'shortcut', 'the', 'intended', 'reasoning', 'process.']",,,,The main pitfall,0,0,16,0,16,is,0,34,36,34,36,"['The', 'main', 'pitfall']",['is']
13,https://www.semanticscholar.org/paper/On-Making-Reading-Comprehension-More-Comprehensive-Gardner-Berant/c2c165dd615d4fc31d4fef4b4acbcab1a1655983,1,Abstract,5,"We discuss ways proposed in current literature to mitigate these shortcuts, and we conclude with recommendations for future dataset collection efforts.","We discuss ways proposed in current literature to mitigate these shortcuts, and we conclude with recommendations for future dataset collection efforts.",,,"['We', 'discuss', 'ways', 'proposed', 'in', 'current', 'literature', 'to', 'mitigate', 'these', 'shortcuts,', 'and', 'we', 'conclude', 'with', 'recommendations', 'for', 'future', 'dataset', 'collection', 'efforts.']",,,,,,,,,,and,0,77,80,77,80,"['We', 'we']","['discuss', 'conclude']"
14,https://www.semanticscholar.org/paper/On-Making-Reading-Comprehension-More-Comprehensive-Gardner-Berant/c2c165dd615d4fc31d4fef4b4acbcab1a1655983,1,Title,0,On Making Reading Comprehension More Comprehensive.,On Making Reading Comprehension More Comprehensive.,,,"['On', 'Making', 'Reading', 'Comprehension', 'More', 'Comprehensive.']",,,,,,,,,,,,,,,,[],[]
15,https://www.semanticscholar.org/paper/ReClor%3A-A-Reading-Comprehension-Dataset-Requiring-Yu-Jiang/02ab4f8c51bfce8e723f98ad92410c67e7811a4b,2,Abstract,0,Recent powerful pre-trained language models have achieved remarkable performance on most of the popular datasets for reading comprehension.,Recent powerful pre-trained language models have achieved remarkable performance on most of the popular datasets for reading comprehension.,,,"['Recent', 'powerful', 'pre-trained', 'language', 'models', 'have', 'achieved', 'remarkable', 'performance', 'on', 'most', 'of', 'the', 'popular', 'datasets', 'for', 'reading', 'comprehension.']",,,,Recent powerful pre - trained language models,0,0,45,0,45,have achieved,0,46,59,46,59,"['Recent', 'powerful', 'pre', '-', 'trained', 'language', 'models']","['have', 'achieved']"
16,https://www.semanticscholar.org/paper/ReClor%3A-A-Reading-Comprehension-Dataset-Requiring-Yu-Jiang/02ab4f8c51bfce8e723f98ad92410c67e7811a4b,2,Abstract,1,It is time to introduce more challenging datasets to push the development of this field towards more comprehensive reasoning of text.,It is time to introduce more challenging datasets to push the development of this field towards more comprehensive reasoning of text.,,,"['It', 'is', 'time', 'to', 'introduce', 'more', 'challenging', 'datasets', 'to', 'push', 'the', 'development', 'of', 'this', 'field', 'towards', 'more', 'comprehensive', 'reasoning', 'of', 'text.']",,,,It,0,0,2,0,2,is,0,3,5,3,5,['It'],['is']
17,https://www.semanticscholar.org/paper/ReClor%3A-A-Reading-Comprehension-Dataset-Requiring-Yu-Jiang/02ab4f8c51bfce8e723f98ad92410c67e7811a4b,2,Abstract,2,"In this paper, we introduce a new Reading Comprehension dataset requiring logical reasoning (ReClor) extracted from standardized graduate admission examinations.","In this paper, we introduce a new Reading Comprehension dataset requiring logical reasoning (ReClor) extracted from standardized graduate admission examinations.",,,"['In', 'this', 'paper,', 'we', 'introduce', 'a', 'new', 'Reading', 'Comprehension', 'dataset', 'requiring', 'logical', 'reasoning', '(ReClor)', 'extracted', 'from', 'standardized', 'graduate', 'admission', 'examinations.']",,,,we,0,16,18,16,18,introduce,0,19,28,19,28,['we'],['introduce']
18,https://www.semanticscholar.org/paper/ReClor%3A-A-Reading-Comprehension-Dataset-Requiring-Yu-Jiang/02ab4f8c51bfce8e723f98ad92410c67e7811a4b,2,Abstract,3,"As earlier studies suggest, human-annotated datasets usually contain biases, which are often exploited by models to achieve high accuracy without truly understanding the text.","As earlier studies suggest, human-annotated datasets usually contain biases, which are often exploited by models to achieve high accuracy without truly understanding the text.",,,"['As', 'earlier', 'studies', 'suggest,', 'human-annotated', 'datasets', 'usually', 'contain', 'biases,', 'which', 'are', 'often', 'exploited', 'by', 'models', 'to', 'achieve', 'high', 'accuracy', 'without', 'truly', 'understanding', 'the', 'text.']",,,,human datasets,0,29,55,29,55,contain,0,64,71,64,71,"['human', 'datasets']",['contain']
19,https://www.semanticscholar.org/paper/ReClor%3A-A-Reading-Comprehension-Dataset-Requiring-Yu-Jiang/02ab4f8c51bfce8e723f98ad92410c67e7811a4b,2,Abstract,4,"In order to comprehensively evaluate the logical reasoning ability of models on ReClor, we propose to identify biased data points and separate them into EASY set while the rest as HARD set.","In order to comprehensively evaluate the logical reasoning ability of models on ReClor, we propose to identify biased data points and separate them into EASY set while the rest as HARD set.",,,"['In', 'order', 'to', 'comprehensively', 'evaluate', 'the', 'logical', 'reasoning', 'ability', 'of', 'models', 'on', 'ReClor,', 'we', 'propose', 'to', 'identify', 'biased', 'data', 'points', 'and', 'separate', 'them', 'into', 'EASY', 'set', 'while', 'the', 'rest', 'as', 'HARD', 'set.']",,,,we,0,89,91,89,91,propose,0,92,99,92,99,['we'],"['propose', 'identify', 'separate']"
20,https://www.semanticscholar.org/paper/ReClor%3A-A-Reading-Comprehension-Dataset-Requiring-Yu-Jiang/02ab4f8c51bfce8e723f98ad92410c67e7811a4b,2,Abstract,5,Empirical results show that the state-of-the-art models have an outstanding ability to capture biases contained in the dataset with high accuracy on EASY set.,Empirical results show that the state-of-the-art models have an outstanding ability to capture biases contained in the dataset with high accuracy on EASY set.,,,"['Empirical', 'results', 'show', 'that', 'the', 'state-of-the-art', 'models', 'have', 'an', 'outstanding', 'ability', 'to', 'capture', 'biases', 'contained', 'in', 'the', 'dataset', 'with', 'high', 'accuracy', 'on', 'EASY', 'set.']",,,,Empirical results,0,0,17,0,17,show,0,18,22,18,22,"['Empirical', 'results']",['show']
21,https://www.semanticscholar.org/paper/ReClor%3A-A-Reading-Comprehension-Dataset-Requiring-Yu-Jiang/02ab4f8c51bfce8e723f98ad92410c67e7811a4b,2,Abstract,6,"However, they struggle on HARD set with poor performance near that of random guess, indicating more research is needed to essentially enhance the logical reasoning ability of current models.","However, they struggle on HARD set with poor performance near that of random guess, indicating more research is needed to essentially enhance the logical reasoning ability of current models.",,,"['However,', 'they', 'struggle', 'on', 'HARD', 'set', 'with', 'poor', 'performance', 'near', 'that', 'of', 'random', 'guess,', 'indicating', 'more', 'research', 'is', 'needed', 'to', 'essentially', 'enhance', 'the', 'logical', 'reasoning', 'ability', 'of', 'current', 'models.']",,,,they,0,10,14,10,14,struggle,0,15,23,15,23,['they'],"['struggle', 'indicating']"
22,https://www.semanticscholar.org/paper/ReClor%3A-A-Reading-Comprehension-Dataset-Requiring-Yu-Jiang/02ab4f8c51bfce8e723f98ad92410c67e7811a4b,2,Title,0,ReClor: A Reading Comprehension Dataset Requiring Logical Reasoning.,ReClor: A Reading Comprehension Dataset Requiring Logical Reasoning.,,,"['ReClor:', 'A', 'Reading', 'Comprehension', 'Dataset', 'Requiring', 'Logical', 'Reasoning.']",,,,ReClor A Reading Comprehension Dataset,0,0,40,0,40,,,,,,,"['ReClor', 'A', 'Reading', 'Comprehension', 'Dataset']",[]
23,https://www.semanticscholar.org/paper/Tag-based-Multi-Span-Extraction-in-Reading-Efrat-Segal/8dc72cda1b37e4baa319ff4a9cfc8ad11214eb77,3,Abstract,0,"With models reaching human performance on many popular reading comprehension datasets in recent years, a new dataset, DROP, introduced questions that were expected to present a harder challenge for reading comprehension models.","With models reaching human performance on many popular reading comprehension datasets in recent years ,","a new dataset , DROP ,",introduced questions that were expected to present a harder challenge for reading comprehension models .,"['With', 'models', 'reaching', 'human', 'performance', 'on', 'many', 'popular', 'reading', 'comprehension', 'datasets', 'in', 'recent', 'years', ',', 'a', 'new', 'dataset', ',', 'DROP', ',', 'introduced', 'questions', 'that', 'were', 'expected', 'to', 'present', 'a', 'harder', 'challenge', 'for', 'reading', 'comprehension', 'models', '.']","(15, 21)","(103, 125)",16,a new dataset DROP,1,104,124,0,20,introduced,2,127,137,0,10,"['a', 'new', 'dataset', 'DROP']",['introduced']
24,https://www.semanticscholar.org/paper/Tag-based-Multi-Span-Extraction-in-Reading-Efrat-Segal/8dc72cda1b37e4baa319ff4a9cfc8ad11214eb77,3,Abstract,1,"Among these new types of questions were ""multi-span questions"", questions whose answers consist of several spans from either the paragraph or the question itself.","Among these new types of questions were ""multi-span questions"", questions whose answers consist of several spans from either the paragraph or the question itself.",,,"['Among', 'these', 'new', 'types', 'of', 'questions', 'were', '""multi-span', 'questions"",', 'questions', 'whose', 'answers', 'consist', 'of', 'several', 'spans', 'from', 'either', 'the', 'paragraph', 'or', 'the', 'question', 'itself.']",,,,,,,,,,were,0,35,39,35,39,[],['were']
25,https://www.semanticscholar.org/paper/Tag-based-Multi-Span-Extraction-in-Reading-Efrat-Segal/8dc72cda1b37e4baa319ff4a9cfc8ad11214eb77,3,Abstract,2,"Until now, only one model attempted to tackle multi-span questions as a part of its design.","Until now, only one model attempted to tackle multi-span questions as a part of its design.",,,"['Until', 'now,', 'only', 'one', 'model', 'attempted', 'to', 'tackle', 'multi-span', 'questions', 'as', 'a', 'part', 'of', 'its', 'design.']",,,,model,0,21,26,21,26,attempted,0,27,36,27,36,['model'],"['attempted', 'tackle']"
26,https://www.semanticscholar.org/paper/Tag-based-Multi-Span-Extraction-in-Reading-Efrat-Segal/8dc72cda1b37e4baa319ff4a9cfc8ad11214eb77,3,Abstract,3,"In this work, we suggest a new approach for tackling multi-span questions, based on sequence tagging, which differs from previous approaches for answering span questions.","In this work, we suggest a new approach for tackling multi-span questions, based on sequence tagging, which differs from previous approaches for answering span questions.",,,"['In', 'this', 'work,', 'we', 'suggest', 'a', 'new', 'approach', 'for', 'tackling', 'multi-span', 'questions,', 'based', 'on', 'sequence', 'tagging,', 'which', 'differs', 'from', 'previous', 'approaches', 'for', 'answering', 'span', 'questions.']",,,,we,0,15,17,15,17,suggest,0,18,25,18,25,['we'],['suggest']
27,https://www.semanticscholar.org/paper/Tag-based-Multi-Span-Extraction-in-Reading-Efrat-Segal/8dc72cda1b37e4baa319ff4a9cfc8ad11214eb77,3,Abstract,4,"We show that our approach leads to an absolute improvement of 29.7 EM and 15.1 F1 compared to existing state-of-the-art results, while not hurting performance on other question types.","We show that our approach leads to an absolute improvement of 29.7 EM and 15.1 F1 compared to existing state-of-the-art results, while not hurting performance on other question types.",,,"['We', 'show', 'that', 'our', 'approach', 'leads', 'to', 'an', 'absolute', 'improvement', 'of', '29.7', 'EM', 'and', '15.1', 'F1', 'compared', 'to', 'existing', 'state-of-the-art', 'results,', 'while', 'not', 'hurting', 'performance', 'on', 'other', 'question', 'types.']",,,,We,0,0,2,0,2,show,0,3,7,3,7,['We'],['show']
28,https://www.semanticscholar.org/paper/Tag-based-Multi-Span-Extraction-in-Reading-Efrat-Segal/8dc72cda1b37e4baa319ff4a9cfc8ad11214eb77,3,Abstract,5,"Furthermore, we show that our model slightly eclipses the current state-of-the-art results on the entire DROP dataset.","Furthermore , we show that our model slightly eclipses the current state - of - the - art results on",the entire DROP dataset,.,"['Furthermore', ',', 'we', 'show', 'that', 'our', 'model', 'slightly', 'eclipses', 'the', 'current', 'state', '-', 'of', '-', 'the', '-', 'art', 'results', 'on', 'the', 'entire', 'DROP', 'dataset', '.']","(20, 24)","(100, 123)",11,we,0,14,16,14,16,show,0,17,21,17,21,['we'],['show']
29,https://www.semanticscholar.org/paper/Tag-based-Multi-Span-Extraction-in-Reading-Efrat-Segal/8dc72cda1b37e4baa319ff4a9cfc8ad11214eb77,3,Title,0,Tag-based Multi-Span Extraction in Reading Comprehension.,Tag-based Multi-Span Extraction in Reading Comprehension.,,,"['Tag-based', 'Multi-Span', 'Extraction', 'in', 'Reading', 'Comprehension.']",,,,Tag Multi Span Extraction,0,0,35,0,35,based,0,6,11,6,11,"['Tag', 'Multi', 'Span', 'Extraction']",['based']
30,https://www.semanticscholar.org/paper/Quoref%3A-A-Reading-Comprehension-Dataset-with-Dasigi-Liu/3838387ea8dd1bb8c2306be5a63c1c120075c5a2,4,Abstract,0,Machine comprehension of texts longer than a single sentence often requires coreference resolution.,Machine comprehension of texts longer than a single sentence often requires coreference resolution.,,,"['Machine', 'comprehension', 'of', 'texts', 'longer', 'than', 'a', 'single', 'sentence', 'often', 'requires', 'coreference', 'resolution.']",,,,Machine comprehension,0,0,21,0,21,requires,0,67,75,67,75,"['Machine', 'comprehension']",['requires']
31,https://www.semanticscholar.org/paper/Quoref%3A-A-Reading-Comprehension-Dataset-with-Dasigi-Liu/3838387ea8dd1bb8c2306be5a63c1c120075c5a2,4,Abstract,1,"However, most current reading comprehension benchmarks do not contain complex coreferential phenomena and hence fail to evaluate the ability of models to resolve coreference.","However, most current reading comprehension benchmarks do not contain complex coreferential phenomena and hence fail to evaluate the ability of models to resolve coreference.",,,"['However,', 'most', 'current', 'reading', 'comprehension', 'benchmarks', 'do', 'not', 'contain', 'complex', 'coreferential', 'phenomena', 'and', 'hence', 'fail', 'to', 'evaluate', 'the', 'ability', 'of', 'models', 'to', 'resolve', 'coreference.']",,,,most current reading comprehension benchmarks,0,10,55,10,55,do contain and fail,0,56,117,56,117,"['most', 'current', 'reading', 'comprehension', 'benchmarks']","['do', 'contain', 'fail', 'evaluate']"
32,https://www.semanticscholar.org/paper/Quoref%3A-A-Reading-Comprehension-Dataset-with-Dasigi-Liu/3838387ea8dd1bb8c2306be5a63c1c120075c5a2,4,Abstract,2,We present a new crowdsourced dataset containing more than 24K span-selection questions that require resolving coreference among entities in over 4.7K English paragraphs from Wikipedia.,We present a new crowdsourced dataset containing more than 24K span-selection questions that require resolving coreference among entities in over 4.7K English paragraphs from Wikipedia.,,,"['We', 'present', 'a', 'new', 'crowdsourced', 'dataset', 'containing', 'more', 'than', '24K', 'span-selection', 'questions', 'that', 'require', 'resolving', 'coreference', 'among', 'entities', 'in', 'over', '4.7K', 'English', 'paragraphs', 'from', 'Wikipedia.']",,,,We,0,0,2,0,2,present,0,3,10,3,10,['We'],['present']
33,https://www.semanticscholar.org/paper/Quoref%3A-A-Reading-Comprehension-Dataset-with-Dasigi-Liu/3838387ea8dd1bb8c2306be5a63c1c120075c5a2,4,Abstract,3,"Obtaining questions focused on such phenomena is challenging, because it is hard to avoid lexical cues that shortcut complex reasoning.","Obtaining questions focused on such phenomena is challenging, because it is hard to avoid lexical cues that shortcut complex reasoning.",,,"['Obtaining', 'questions', 'focused', 'on', 'such', 'phenomena', 'is', 'challenging,', 'because', 'it', 'is', 'hard', 'to', 'avoid', 'lexical', 'cues', 'that', 'shortcut', 'complex', 'reasoning.']",,,,,,,,,,is,0,46,48,46,48,[],"['Obtaining', 'focused', 'is']"
34,https://www.semanticscholar.org/paper/Quoref%3A-A-Reading-Comprehension-Dataset-with-Dasigi-Liu/3838387ea8dd1bb8c2306be5a63c1c120075c5a2,4,Abstract,4,"We deal with this issue by using a strong baseline model as an adversary in the crowdsourcing loop, which helps crowdworkers avoid writing questions with exploitable surface cues.","We deal with this issue by using a strong baseline model as an adversary in the crowdsourcing loop, which helps crowdworkers avoid writing questions with exploitable surface cues.",,,"['We', 'deal', 'with', 'this', 'issue', 'by', 'using', 'a', 'strong', 'baseline', 'model', 'as', 'an', 'adversary', 'in', 'the', 'crowdsourcing', 'loop,', 'which', 'helps', 'crowdworkers', 'avoid', 'writing', 'questions', 'with', 'exploitable', 'surface', 'cues.']",,,,We,0,0,2,0,2,deal,0,3,7,3,7,['We'],['deal']
35,https://www.semanticscholar.org/paper/Quoref%3A-A-Reading-Comprehension-Dataset-with-Dasigi-Liu/3838387ea8dd1bb8c2306be5a63c1c120075c5a2,4,Abstract,5,"We show that state-of-the-art reading comprehension models perform significantly worse than humans on this benchmark—the best model performance is 70.5 F1, while the estimated human performance is 93.4 F1.","We show that state-of-the-art reading comprehension models perform significantly worse than humans on this benchmark—the best model performance is 70.5 F1, while the estimated human performance is 93.4 F1.",,,"['We', 'show', 'that', 'state-of-the-art', 'reading', 'comprehension', 'models', 'perform', 'significantly', 'worse', 'than', 'humans', 'on', 'this', 'benchmark—the', 'best', 'model', 'performance', 'is', '70.5', 'F1,', 'while', 'the', 'estimated', 'human', 'performance', 'is', '93.4', 'F1.']",,,,,,,,,,,,,,,,"['We', 'the', 'best', 'model', 'performance']","['show', 'perform', 'is']"
36,https://www.semanticscholar.org/paper/Quoref%3A-A-Reading-Comprehension-Dataset-with-Dasigi-Liu/3838387ea8dd1bb8c2306be5a63c1c120075c5a2,4,Title,0,Quoref: A Reading Comprehension Dataset with Questions Requiring Coreferential Reasoning.,Quoref: A Reading Comprehension Dataset with Questions Requiring Coreferential Reasoning.,,,"['Quoref:', 'A', 'Reading', 'Comprehension', 'Dataset', 'with', 'Questions', 'Requiring', 'Coreferential', 'Reasoning.']",,,,Quoref A Reading Comprehension,0,0,32,0,32,,,,,,,"['Quoref', 'A', 'Reading', 'Comprehension']",[]
37,https://www.semanticscholar.org/paper/A-Multi-Type-Multi-Span-Network-for-Reading-that-Hu-Peng/b285c067f2da04bf5647beb8853bfddf6d9b4e1b,5,Abstract,0,"Rapid progress has been made in the field of reading comprehension and question answering, where several systems have achieved human parity in some simplified settings.","Rapid progress has been made in the field of reading comprehension and question answering, where several systems have achieved human parity in some simplified settings.",,,"['Rapid', 'progress', 'has', 'been', 'made', 'in', 'the', 'field', 'of', 'reading', 'comprehension', 'and', 'question', 'answering,', 'where', 'several', 'systems', 'have', 'achieved', 'human', 'parity', 'in', 'some', 'simplified', 'settings.']",,,,Rapid progress,0,0,14,0,14,has been made,0,15,28,15,28,"['Rapid', 'progress']","['has', 'been', 'made']"
