,URL,ID,Type,Index,Text,split_0,split_1,split_2,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index,group,group2
10,https://www.semanticscholar.org/paper/On-Making-Reading-Comprehension-More-Comprehensive-Gardner-Berant/c2c165dd615d4fc31d4fef4b4acbcab1a1655983,1,Abstract,2,"Despite all of this interest, there is no work that systematically defines what reading comprehension is.","Despite all of this interest, there is no work that systematically defines what reading comprehension is.",,,"['Despite', 'all', 'of', 'this', 'interest,', 'there', 'is', 'no', 'work', 'that', 'systematically', 'defines', 'what', 'reading', 'comprehension', 'is.']",,,,S,"['PP', ',', 'NP', 'VP', '.']"
11,https://www.semanticscholar.org/paper/On-Making-Reading-Comprehension-More-Comprehensive-Gardner-Berant/c2c165dd615d4fc31d4fef4b4acbcab1a1655983,1,Abstract,3,"In this work, we justify a question answering approach to reading comprehension and describe the various kinds of questions one might use to more fully test a system’s comprehension of a passage, moving beyond questions that only probe local predicate-argument structures.","In this work, we justify a question answering approach to reading comprehension and describe the various kinds of questions one might use to more fully test a system’s comprehension of a passage, moving beyond questions that only probe local predicate-argument structures.",,,"['In', 'this', 'work,', 'we', 'justify', 'a', 'question', 'answering', 'approach', 'to', 'reading', 'comprehension', 'and', 'describe', 'the', 'various', 'kinds', 'of', 'questions', 'one', 'might', 'use', 'to', 'more', 'fully', 'test', 'a', 'system’s', 'comprehension', 'of', 'a', 'passage,', 'moving', 'beyond', 'questions', 'that', 'only', 'probe', 'local', 'predicate-argument', 'structures.']",,,,S,"['PP', ',', 'NP', 'VP', '.']"
12,https://www.semanticscholar.org/paper/On-Making-Reading-Comprehension-More-Comprehensive-Gardner-Berant/c2c165dd615d4fc31d4fef4b4acbcab1a1655983,1,Abstract,4,The main pitfall of this approach is that questions can easily have surface cues or other biases that allow a model to shortcut the intended reasoning process.,The main pitfall of this approach is that questions can easily have surface cues or other biases that allow a model to shortcut the intended reasoning process.,,,"['The', 'main', 'pitfall', 'of', 'this', 'approach', 'is', 'that', 'questions', 'can', 'easily', 'have', 'surface', 'cues', 'or', 'other', 'biases', 'that', 'allow', 'a', 'model', 'to', 'shortcut', 'the', 'intended', 'reasoning', 'process.']",,,,S,"['NP', 'VP', '.']"
13,https://www.semanticscholar.org/paper/On-Making-Reading-Comprehension-More-Comprehensive-Gardner-Berant/c2c165dd615d4fc31d4fef4b4acbcab1a1655983,1,Abstract,5,"We discuss ways proposed in current literature to mitigate these shortcuts, and we conclude with recommendations for future dataset collection efforts.","We discuss ways proposed in current literature to mitigate these shortcuts, and we conclude with recommendations for future dataset collection efforts.",,,"['We', 'discuss', 'ways', 'proposed', 'in', 'current', 'literature', 'to', 'mitigate', 'these', 'shortcuts,', 'and', 'we', 'conclude', 'with', 'recommendations', 'for', 'future', 'dataset', 'collection', 'efforts.']",,,,S,"['S', ',', 'CC', 'S', '.']"
14,https://www.semanticscholar.org/paper/On-Making-Reading-Comprehension-More-Comprehensive-Gardner-Berant/c2c165dd615d4fc31d4fef4b4acbcab1a1655983,1,Title,0,On Making Reading Comprehension More Comprehensive.,On Making Reading Comprehension More Comprehensive.,,,"['On', 'Making', 'Reading', 'Comprehension', 'More', 'Comprehensive.']",,,,PP,"['PP', '.']"
15,https://www.semanticscholar.org/paper/ReClor%3A-A-Reading-Comprehension-Dataset-Requiring-Yu-Jiang/02ab4f8c51bfce8e723f98ad92410c67e7811a4b,2,Abstract,0,Recent powerful pre-trained language models have achieved remarkable performance on most of the popular datasets for reading comprehension.,Recent powerful pre-trained language models have achieved remarkable performance on most of the popular datasets for reading comprehension.,,,"['Recent', 'powerful', 'pre-trained', 'language', 'models', 'have', 'achieved', 'remarkable', 'performance', 'on', 'most', 'of', 'the', 'popular', 'datasets', 'for', 'reading', 'comprehension.']",,,,S,"['NP', 'VP', '.']"
16,https://www.semanticscholar.org/paper/ReClor%3A-A-Reading-Comprehension-Dataset-Requiring-Yu-Jiang/02ab4f8c51bfce8e723f98ad92410c67e7811a4b,2,Abstract,1,It is time to introduce more challenging datasets to push the development of this field towards more comprehensive reasoning of text.,It is time to introduce more challenging datasets to push the development of this field towards more comprehensive reasoning of text.,,,"['It', 'is', 'time', 'to', 'introduce', 'more', 'challenging', 'datasets', 'to', 'push', 'the', 'development', 'of', 'this', 'field', 'towards', 'more', 'comprehensive', 'reasoning', 'of', 'text.']",,,,S,"['NP', 'VP', '.']"
17,https://www.semanticscholar.org/paper/ReClor%3A-A-Reading-Comprehension-Dataset-Requiring-Yu-Jiang/02ab4f8c51bfce8e723f98ad92410c67e7811a4b,2,Abstract,2,"In this paper, we introduce a new Reading Comprehension dataset requiring logical reasoning (ReClor) extracted from standardized graduate admission examinations.","In this paper, we introduce a new Reading Comprehension dataset requiring logical reasoning (ReClor) extracted from standardized graduate admission examinations.",,,"['In', 'this', 'paper,', 'we', 'introduce', 'a', 'new', 'Reading', 'Comprehension', 'dataset', 'requiring', 'logical', 'reasoning', '(ReClor)', 'extracted', 'from', 'standardized', 'graduate', 'admission', 'examinations.']",,,,S,"['PP', ',', 'NP', 'VP', '.']"
18,https://www.semanticscholar.org/paper/ReClor%3A-A-Reading-Comprehension-Dataset-Requiring-Yu-Jiang/02ab4f8c51bfce8e723f98ad92410c67e7811a4b,2,Abstract,3,"As earlier studies suggest, human-annotated datasets usually contain biases, which are often exploited by models to achieve high accuracy without truly understanding the text.","As earlier studies suggest, human-annotated datasets usually contain biases, which are often exploited by models to achieve high accuracy without truly understanding the text.",,,"['As', 'earlier', 'studies', 'suggest,', 'human-annotated', 'datasets', 'usually', 'contain', 'biases,', 'which', 'are', 'often', 'exploited', 'by', 'models', 'to', 'achieve', 'high', 'accuracy', 'without', 'truly', 'understanding', 'the', 'text.']",,,,S,"['SBAR', ',', 'NP', 'ADVP', 'VP', '.']"
19,https://www.semanticscholar.org/paper/ReClor%3A-A-Reading-Comprehension-Dataset-Requiring-Yu-Jiang/02ab4f8c51bfce8e723f98ad92410c67e7811a4b,2,Abstract,4,"In order to comprehensively evaluate the logical reasoning ability of models on ReClor, we propose to identify biased data points and separate them into EASY set while the rest as HARD set.","In order to comprehensively evaluate the logical reasoning ability of models on ReClor, we propose to identify biased data points and separate them into EASY set while the rest as HARD set.",,,"['In', 'order', 'to', 'comprehensively', 'evaluate', 'the', 'logical', 'reasoning', 'ability', 'of', 'models', 'on', 'ReClor,', 'we', 'propose', 'to', 'identify', 'biased', 'data', 'points', 'and', 'separate', 'them', 'into', 'EASY', 'set', 'while', 'the', 'rest', 'as', 'HARD', 'set.']",,,,S,"['PP', ',', 'NP', 'VP', '.']"
20,https://www.semanticscholar.org/paper/ReClor%3A-A-Reading-Comprehension-Dataset-Requiring-Yu-Jiang/02ab4f8c51bfce8e723f98ad92410c67e7811a4b,2,Abstract,5,Empirical results show that the state-of-the-art models have an outstanding ability to capture biases contained in the dataset with high accuracy on EASY set.,Empirical results show that the state-of-the-art models have an outstanding ability to capture biases contained in the dataset with high accuracy on EASY set.,,,"['Empirical', 'results', 'show', 'that', 'the', 'state-of-the-art', 'models', 'have', 'an', 'outstanding', 'ability', 'to', 'capture', 'biases', 'contained', 'in', 'the', 'dataset', 'with', 'high', 'accuracy', 'on', 'EASY', 'set.']",,,,S,"['NP', 'VP', '.']"
21,https://www.semanticscholar.org/paper/ReClor%3A-A-Reading-Comprehension-Dataset-Requiring-Yu-Jiang/02ab4f8c51bfce8e723f98ad92410c67e7811a4b,2,Abstract,6,"However, they struggle on HARD set with poor performance near that of random guess, indicating more research is needed to essentially enhance the logical reasoning ability of current models.","However, they struggle on HARD set with poor performance near that of random guess, indicating more research is needed to essentially enhance the logical reasoning ability of current models.",,,"['However,', 'they', 'struggle', 'on', 'HARD', 'set', 'with', 'poor', 'performance', 'near', 'that', 'of', 'random', 'guess,', 'indicating', 'more', 'research', 'is', 'needed', 'to', 'essentially', 'enhance', 'the', 'logical', 'reasoning', 'ability', 'of', 'current', 'models.']",,,,S,"['ADVP', ',', 'NP', 'VP', '.']"
22,https://www.semanticscholar.org/paper/ReClor%3A-A-Reading-Comprehension-Dataset-Requiring-Yu-Jiang/02ab4f8c51bfce8e723f98ad92410c67e7811a4b,2,Title,0,ReClor: A Reading Comprehension Dataset Requiring Logical Reasoning.,ReClor: A Reading Comprehension Dataset Requiring Logical Reasoning.,,,"['ReClor:', 'A', 'Reading', 'Comprehension', 'Dataset', 'Requiring', 'Logical', 'Reasoning.']",,,,NP,"['NP', ':', 'NP', '.']"
23,https://www.semanticscholar.org/paper/Tag-based-Multi-Span-Extraction-in-Reading-Efrat-Segal/8dc72cda1b37e4baa319ff4a9cfc8ad11214eb77,3,Abstract,0,"With models reaching human performance on many popular reading comprehension datasets in recent years, a new dataset, DROP, introduced questions that were expected to present a harder challenge for reading comprehension models.","With models reaching human performance on many popular reading comprehension datasets in recent years , a new dataset ,",DROP,", introduced questions that were expected to present a harder challenge for reading comprehension models .","['With', 'models', 'reaching', 'human', 'performance', 'on', 'many', 'popular', 'reading', 'comprehension', 'datasets', 'in', 'recent', 'years', ',', 'a', 'new', 'dataset', ',', 'DROP', ',', 'introduced', 'questions', 'that', 'were', 'expected', 'to', 'present', 'a', 'harder', 'challenge', 'for', 'reading', 'comprehension', 'models', '.']","(19, 20)","(119, 123)",0,S,"['PP', ',', 'NP', 'VP', '.']"
24,https://www.semanticscholar.org/paper/Tag-based-Multi-Span-Extraction-in-Reading-Efrat-Segal/8dc72cda1b37e4baa319ff4a9cfc8ad11214eb77,3,Abstract,1,"Among these new types of questions were ""multi-span questions"", questions whose answers consist of several spans from either the paragraph or the question itself.","Among these new types of questions were ""multi-span questions"", questions whose answers consist of several spans from either the paragraph or the question itself.",,,"['Among', 'these', 'new', 'types', 'of', 'questions', 'were', '""multi-span', 'questions"",', 'questions', 'whose', 'answers', 'consist', 'of', 'several', 'spans', 'from', 'either', 'the', 'paragraph', 'or', 'the', 'question', 'itself.']",,,,SINV,"['PP', 'VP', '.']"
25,https://www.semanticscholar.org/paper/Tag-based-Multi-Span-Extraction-in-Reading-Efrat-Segal/8dc72cda1b37e4baa319ff4a9cfc8ad11214eb77,3,Abstract,2,"Until now, only one model attempted to tackle multi-span questions as a part of its design.","Until now, only one model attempted to tackle multi-span questions as a part of its design.",,,"['Until', 'now,', 'only', 'one', 'model', 'attempted', 'to', 'tackle', 'multi-span', 'questions', 'as', 'a', 'part', 'of', 'its', 'design.']",,,,S,"['PP', ',', 'NP', 'VP', '.']"
26,https://www.semanticscholar.org/paper/Tag-based-Multi-Span-Extraction-in-Reading-Efrat-Segal/8dc72cda1b37e4baa319ff4a9cfc8ad11214eb77,3,Abstract,3,"In this work, we suggest a new approach for tackling multi-span questions, based on sequence tagging, which differs from previous approaches for answering span questions.","In this work, we suggest a new approach for tackling multi-span questions, based on sequence tagging, which differs from previous approaches for answering span questions.",,,"['In', 'this', 'work,', 'we', 'suggest', 'a', 'new', 'approach', 'for', 'tackling', 'multi-span', 'questions,', 'based', 'on', 'sequence', 'tagging,', 'which', 'differs', 'from', 'previous', 'approaches', 'for', 'answering', 'span', 'questions.']",,,,S,"['PP', ',', 'NP', 'VP', '.']"
27,https://www.semanticscholar.org/paper/Tag-based-Multi-Span-Extraction-in-Reading-Efrat-Segal/8dc72cda1b37e4baa319ff4a9cfc8ad11214eb77,3,Abstract,4,"We show that our approach leads to an absolute improvement of 29.7 EM and 15.1 F1 compared to existing state-of-the-art results, while not hurting performance on other question types.","We show that our approach leads to an absolute improvement of 29.7 EM and 15.1 F1 compared to existing state-of-the-art results, while not hurting performance on other question types.",,,"['We', 'show', 'that', 'our', 'approach', 'leads', 'to', 'an', 'absolute', 'improvement', 'of', '29.7', 'EM', 'and', '15.1', 'F1', 'compared', 'to', 'existing', 'state-of-the-art', 'results,', 'while', 'not', 'hurting', 'performance', 'on', 'other', 'question', 'types.']",,,,S,"['NP', 'VP', '.']"
28,https://www.semanticscholar.org/paper/Tag-based-Multi-Span-Extraction-in-Reading-Efrat-Segal/8dc72cda1b37e4baa319ff4a9cfc8ad11214eb77,3,Abstract,5,"Furthermore, we show that our model slightly eclipses the current state-of-the-art results on the entire DROP dataset.","Furthermore , we show that our model slightly eclipses the current state-of-the-art results on the entire",DROP,dataset .,"['Furthermore', ',', 'we', 'show', 'that', 'our', 'model', 'slightly', 'eclipses', 'the', 'current', 'state-of-the-art', 'results', 'on', 'the', 'entire', 'DROP', 'dataset', '.']","(16, 17)","(105, 109)",0,S,"['ADVP', ',', 'NP', 'VP', '.']"
29,https://www.semanticscholar.org/paper/Tag-based-Multi-Span-Extraction-in-Reading-Efrat-Segal/8dc72cda1b37e4baa319ff4a9cfc8ad11214eb77,3,Title,0,Tag-based Multi-Span Extraction in Reading Comprehension.,Tag-based Multi-Span Extraction in Reading Comprehension.,,,"['Tag-based', 'Multi-Span', 'Extraction', 'in', 'Reading', 'Comprehension.']",,,,NP,"['NP', 'HYPH', 'VBN', 'NNP', 'HYPH', 'NP', 'PP', '.']"
30,https://www.semanticscholar.org/paper/Quoref%3A-A-Reading-Comprehension-Dataset-with-Dasigi-Liu/3838387ea8dd1bb8c2306be5a63c1c120075c5a2,4,Abstract,0,Machine comprehension of texts longer than a single sentence often requires coreference resolution.,Machine comprehension of texts longer than a single sentence often requires coreference resolution.,,,"['Machine', 'comprehension', 'of', 'texts', 'longer', 'than', 'a', 'single', 'sentence', 'often', 'requires', 'coreference', 'resolution.']",,,,S,"['NP', 'ADVP', 'VP', '.']"
31,https://www.semanticscholar.org/paper/Quoref%3A-A-Reading-Comprehension-Dataset-with-Dasigi-Liu/3838387ea8dd1bb8c2306be5a63c1c120075c5a2,4,Abstract,1,"However, most current reading comprehension benchmarks do not contain complex coreferential phenomena and hence fail to evaluate the ability of models to resolve coreference.","However, most current reading comprehension benchmarks do not contain complex coreferential phenomena and hence fail to evaluate the ability of models to resolve coreference.",,,"['However,', 'most', 'current', 'reading', 'comprehension', 'benchmarks', 'do', 'not', 'contain', 'complex', 'coreferential', 'phenomena', 'and', 'hence', 'fail', 'to', 'evaluate', 'the', 'ability', 'of', 'models', 'to', 'resolve', 'coreference.']",,,,S,"['ADVP', ',', 'NP', 'VP', '.']"
32,https://www.semanticscholar.org/paper/Quoref%3A-A-Reading-Comprehension-Dataset-with-Dasigi-Liu/3838387ea8dd1bb8c2306be5a63c1c120075c5a2,4,Abstract,2,We present a new crowdsourced dataset containing more than 24K span-selection questions that require resolving coreference among entities in over 4.7K English paragraphs from Wikipedia.,We present a new crowdsourced dataset containing more than 24K span-selection questions that require resolving coreference among entities in over 4.7K English paragraphs from Wikipedia.,,,"['We', 'present', 'a', 'new', 'crowdsourced', 'dataset', 'containing', 'more', 'than', '24K', 'span-selection', 'questions', 'that', 'require', 'resolving', 'coreference', 'among', 'entities', 'in', 'over', '4.7K', 'English', 'paragraphs', 'from', 'Wikipedia.']",,,,S,"['NP', 'VP', '.']"
33,https://www.semanticscholar.org/paper/Quoref%3A-A-Reading-Comprehension-Dataset-with-Dasigi-Liu/3838387ea8dd1bb8c2306be5a63c1c120075c5a2,4,Abstract,3,"Obtaining questions focused on such phenomena is challenging, because it is hard to avoid lexical cues that shortcut complex reasoning.","Obtaining questions focused on such phenomena is challenging, because it is hard to avoid lexical cues that shortcut complex reasoning.",,,"['Obtaining', 'questions', 'focused', 'on', 'such', 'phenomena', 'is', 'challenging,', 'because', 'it', 'is', 'hard', 'to', 'avoid', 'lexical', 'cues', 'that', 'shortcut', 'complex', 'reasoning.']",,,,S,"['S', 'VP', '.']"
34,https://www.semanticscholar.org/paper/Quoref%3A-A-Reading-Comprehension-Dataset-with-Dasigi-Liu/3838387ea8dd1bb8c2306be5a63c1c120075c5a2,4,Abstract,4,"We deal with this issue by using a strong baseline model as an adversary in the crowdsourcing loop, which helps crowdworkers avoid writing questions with exploitable surface cues.","We deal with this issue by using a strong baseline model as an adversary in the crowdsourcing loop, which helps crowdworkers avoid writing questions with exploitable surface cues.",,,"['We', 'deal', 'with', 'this', 'issue', 'by', 'using', 'a', 'strong', 'baseline', 'model', 'as', 'an', 'adversary', 'in', 'the', 'crowdsourcing', 'loop,', 'which', 'helps', 'crowdworkers', 'avoid', 'writing', 'questions', 'with', 'exploitable', 'surface', 'cues.']",,,,S,"['NP', 'VP', '.']"
35,https://www.semanticscholar.org/paper/Quoref%3A-A-Reading-Comprehension-Dataset-with-Dasigi-Liu/3838387ea8dd1bb8c2306be5a63c1c120075c5a2,4,Abstract,5,"We show that state-of-the-art reading comprehension models perform significantly worse than humans on this benchmark—the best model performance is 70.5 F1, while the estimated human performance is 93.4 F1.","We show that state-of-the-art reading comprehension models perform significantly worse than humans on this benchmark—the best model performance is 70.5 F1, while the estimated human performance is 93.4 F1.",,,"['We', 'show', 'that', 'state-of-the-art', 'reading', 'comprehension', 'models', 'perform', 'significantly', 'worse', 'than', 'humans', 'on', 'this', 'benchmark—the', 'best', 'model', 'performance', 'is', '70.5', 'F1,', 'while', 'the', 'estimated', 'human', 'performance', 'is', '93.4', 'F1.']",,,,S,"['S', ':', 'S', '.']"
36,https://www.semanticscholar.org/paper/Quoref%3A-A-Reading-Comprehension-Dataset-with-Dasigi-Liu/3838387ea8dd1bb8c2306be5a63c1c120075c5a2,4,Title,0,Quoref: A Reading Comprehension Dataset with Questions Requiring Coreferential Reasoning.,Quoref: A Reading Comprehension Dataset with Questions Requiring Coreferential Reasoning.,,,"['Quoref:', 'A', 'Reading', 'Comprehension', 'Dataset', 'with', 'Questions', 'Requiring', 'Coreferential', 'Reasoning.']",,,,NP,"['NP', ':', 'NP', '.']"
37,https://www.semanticscholar.org/paper/A-Multi-Type-Multi-Span-Network-for-Reading-that-Hu-Peng/b285c067f2da04bf5647beb8853bfddf6d9b4e1b,5,Abstract,0,"Rapid progress has been made in the field of reading comprehension and question answering, where several systems have achieved human parity in some simplified settings.","Rapid progress has been made in the field of reading comprehension and question answering, where several systems have achieved human parity in some simplified settings.",,,"['Rapid', 'progress', 'has', 'been', 'made', 'in', 'the', 'field', 'of', 'reading', 'comprehension', 'and', 'question', 'answering,', 'where', 'several', 'systems', 'have', 'achieved', 'human', 'parity', 'in', 'some', 'simplified', 'settings.']",,,,S,"['NP', 'VP', '.']"
38,https://www.semanticscholar.org/paper/A-Multi-Type-Multi-Span-Network-for-Reading-that-Hu-Peng/b285c067f2da04bf5647beb8853bfddf6d9b4e1b,5,Abstract,1,"However, the performance of these models degrades significantly when they are applied to more realistic scenarios, such as answers involve various types, multiple text strings are correct answers, or discrete reasoning abilities are required.","However, the performance of these models degrades significantly when they are applied to more realistic scenarios, such as answers involve various types, multiple text strings are correct answers, or discrete reasoning abilities are required.",,,"['However,', 'the', 'performance', 'of', 'these', 'models', 'degrades', 'significantly', 'when', 'they', 'are', 'applied', 'to', 'more', 'realistic', 'scenarios,', 'such', 'as', 'answers', 'involve', 'various', 'types,', 'multiple', 'text', 'strings', 'are', 'correct', 'answers,', 'or', 'discrete', 'reasoning', 'abilities', 'are', 'required.']",,,,S,"['ADVP', ',', 'NP', 'VP', '.']"
39,https://www.semanticscholar.org/paper/A-Multi-Type-Multi-Span-Network-for-Reading-that-Hu-Peng/b285c067f2da04bf5647beb8853bfddf6d9b4e1b,5,Abstract,2,"In this paper, we introduce the Multi-Type Multi-Span Network (MTMSN), a neural reading comprehension model that combines a multi-type answer predictor designed to support various answer types (e.g., span, count, negation, and arithmetic expression) with a multi-span extraction method for dynamically producing one or multiple text spans.","In this paper, we introduce the Multi-Type Multi-Span Network (MTMSN), a neural reading comprehension model that combines a multi-type answer predictor designed to support various answer types (e.g., span, count, negation, and arithmetic expression) with a multi-span extraction method for dynamically producing one or multiple text spans.",,,"['In', 'this', 'paper,', 'we', 'introduce', 'the', 'Multi-Type', 'Multi-Span', 'Network', '(MTMSN),', 'a', 'neural', 'reading', 'comprehension', 'model', 'that', 'combines', 'a', 'multi-type', 'answer', 'predictor', 'designed', 'to', 'support', 'various', 'answer', 'types', '(e.g.,', 'span,', 'count,', 'negation,', 'and', 'arithmetic', 'expression)', 'with', 'a', 'multi-span', 'extraction', 'method', 'for', 'dynamically', 'producing', 'one', 'or', 'multiple', 'text', 'spans.']",,,,S,"['PP', ',', 'NP', 'VP', '.']"
40,https://www.semanticscholar.org/paper/A-Multi-Type-Multi-Span-Network-for-Reading-that-Hu-Peng/b285c067f2da04bf5647beb8853bfddf6d9b4e1b,5,Abstract,3,"In addition, an arithmetic expression reranking mechanism is proposed to rank expression candidates for further confirming the prediction.","In addition, an arithmetic expression reranking mechanism is proposed to rank expression candidates for further confirming the prediction.",,,"['In', 'addition,', 'an', 'arithmetic', 'expression', 'reranking', 'mechanism', 'is', 'proposed', 'to', 'rank', 'expression', 'candidates', 'for', 'further', 'confirming', 'the', 'prediction.']",,,,S,"['PP', ',', 'NP', 'VP', '.']"
