,URL,ID,Type,Index,Text,split_0,split_1,split_2,split_tokens,split_anchor_span,group
13,https://www.semanticscholar.org/paper/Evaluating-Commonsense-in-Pre-trained-Language-Zhou-Zhang/01f2b214962997260020279bd1fd1f8f372249d4,1,Abstract,5,"Finally, we test the robustness of models by making dual test cases, which are correlated so that the correct prediction of one sample should lead to correct prediction of the other.","Finally, we test the robustness of models by making dual test cases, which are correlated so that the correct prediction of one sample should lead to correct prediction of the other.",,,"['Finally,', 'we', 'test', 'the', 'robustness', 'of', 'models', 'by', 'making', 'dual', 'test', 'cases,', 'which', 'are', 'correlated', 'so', 'that', 'the', 'correct', 'prediction', 'of', 'one', 'sample', 'should', 'lead', 'to', 'correct', 'prediction', 'of', 'the', 'other.']",,
14,https://www.semanticscholar.org/paper/Evaluating-Commonsense-in-Pre-trained-Language-Zhou-Zhang/01f2b214962997260020279bd1fd1f8f372249d4,1,Abstract,6,"Interestingly, the models show confusion on these test cases, which suggests that they learn commonsense at the surface rather than the deep level.","Interestingly, the models show confusion on these test cases, which suggests that they learn commonsense at the surface rather than the deep level.",,,"['Interestingly,', 'the', 'models', 'show', 'confusion', 'on', 'these', 'test', 'cases,', 'which', 'suggests', 'that', 'they', 'learn', 'commonsense', 'at', 'the', 'surface', 'rather', 'than', 'the', 'deep', 'level.']",,
15,https://www.semanticscholar.org/paper/Evaluating-Commonsense-in-Pre-trained-Language-Zhou-Zhang/01f2b214962997260020279bd1fd1f8f372249d4,1,Abstract,7,"We release a test set, named CATs publicly, for future research.","We release a test set, named CATs publicly, for future research.",,,"['We', 'release', 'a', 'test', 'set,', 'named', 'CATs', 'publicly,', 'for', 'future', 'research.']",,
16,https://www.semanticscholar.org/paper/Evaluating-Commonsense-in-Pre-trained-Language-Zhou-Zhang/01f2b214962997260020279bd1fd1f8f372249d4,1,Title,0,Evaluating Commonsense in Pre-trained Language Models.,Evaluating Commonsense in Pre-trained Language Models.,,,"['Evaluating', 'Commonsense', 'in', 'Pre-trained', 'Language', 'Models.']",,
17,https://www.semanticscholar.org/paper/REALM%3A-Retrieval-Augmented-Language-Model-Guu-Lee/832fff14d2ed50eb7969c4c4b976c35776548f56,2,Abstract,0,"Language model pre-training has been shown to capture a surprising amount of world knowledge, crucial for NLP tasks such as question answering.","Language model pre-training has been shown to capture a surprising amount of world knowledge, crucial for NLP tasks such as question answering.",,,"['Language', 'model', 'pre-training', 'has', 'been', 'shown', 'to', 'capture', 'a', 'surprising', 'amount', 'of', 'world', 'knowledge,', 'crucial', 'for', 'NLP', 'tasks', 'such', 'as', 'question', 'answering.']",,
18,https://www.semanticscholar.org/paper/REALM%3A-Retrieval-Augmented-Language-Model-Guu-Lee/832fff14d2ed50eb7969c4c4b976c35776548f56,2,Abstract,1,"However, this knowledge is stored implicitly in the parameters of a neural network, requiring ever-larger networks to cover more facts.","However, this knowledge is stored implicitly in the parameters of a neural network, requiring ever-larger networks to cover more facts.",,,"['However,', 'this', 'knowledge', 'is', 'stored', 'implicitly', 'in', 'the', 'parameters', 'of', 'a', 'neural', 'network,', 'requiring', 'ever-larger', 'networks', 'to', 'cover', 'more', 'facts.']",,
19,https://www.semanticscholar.org/paper/REALM%3A-Retrieval-Augmented-Language-Model-Guu-Lee/832fff14d2ed50eb7969c4c4b976c35776548f56,2,Abstract,2,"To capture knowledge in a more modular and interpretable way, we augment language model pre-training with a latent knowledge retriever, which allows the model to retrieve and attend over documents from a large corpus such as Wikipedia, used during pre-training, fine-tuning and inference.","To capture knowledge in a more modular and interpretable way, we augment language model pre-training with a latent knowledge retriever, which allows the model to retrieve and attend over documents from a large corpus such as Wikipedia, used during pre-training, fine-tuning and inference.",,,"['To', 'capture', 'knowledge', 'in', 'a', 'more', 'modular', 'and', 'interpretable', 'way,', 'we', 'augment', 'language', 'model', 'pre-training', 'with', 'a', 'latent', 'knowledge', 'retriever,', 'which', 'allows', 'the', 'model', 'to', 'retrieve', 'and', 'attend', 'over', 'documents', 'from', 'a', 'large', 'corpus', 'such', 'as', 'Wikipedia,', 'used', 'during', 'pre-training,', 'fine-tuning', 'and', 'inference.']",,
20,https://www.semanticscholar.org/paper/REALM%3A-Retrieval-Augmented-Language-Model-Guu-Lee/832fff14d2ed50eb7969c4c4b976c35776548f56,2,Abstract,3,"For the first time, we show how to pre-train such a knowledge retriever in an unsupervised manner, using masked language modeling as the learning signal and backpropagating through a retrieval step that considers millions of documents.","For the first time, we show how to pre-train such a knowledge retriever in an unsupervised manner, using masked language modeling as the learning signal and backpropagating through a retrieval step that considers millions of documents.",,,"['For', 'the', 'first', 'time,', 'we', 'show', 'how', 'to', 'pre-train', 'such', 'a', 'knowledge', 'retriever', 'in', 'an', 'unsupervised', 'manner,', 'using', 'masked', 'language', 'modeling', 'as', 'the', 'learning', 'signal', 'and', 'backpropagating', 'through', 'a', 'retrieval', 'step', 'that', 'considers', 'millions', 'of', 'documents.']",,
21,https://www.semanticscholar.org/paper/REALM%3A-Retrieval-Augmented-Language-Model-Guu-Lee/832fff14d2ed50eb7969c4c4b976c35776548f56,2,Abstract,4,We demonstrate the effectiveness of Retrieval-Augmented Language Model pre-training (REALM) by fine-tuning on the challenging task of Open-domain Question Answering (Open-QA).,We demonstrate the effectiveness of Retrieval-Augmented Language Model pre-training (REALM) by fine-tuning on the challenging task of Open-domain Question Answering (Open-QA).,,,"['We', 'demonstrate', 'the', 'effectiveness', 'of', 'Retrieval-Augmented', 'Language', 'Model', 'pre-training', '(REALM)', 'by', 'fine-tuning', 'on', 'the', 'challenging', 'task', 'of', 'Open-domain', 'Question', 'Answering', '(Open-QA).']",,
22,https://www.semanticscholar.org/paper/REALM%3A-Retrieval-Augmented-Language-Model-Guu-Lee/832fff14d2ed50eb7969c4c4b976c35776548f56,2,Abstract,5,"We compare against state-of-the-art models for both explicit and implicit knowledge storage on three popular Open-QA benchmarks, and find that we outperform all previous methods by a significant margin (4-16% absolute accuracy), while also providing qualitative benefits such as interpretability and modularity.","We compare against state-of-the-art models for both explicit and implicit knowledge storage on three popular Open-QA benchmarks, and find that we outperform all previous methods by a significant margin (4-16% absolute accuracy), while also providing qualitative benefits such as interpretability and modularity.",,,"['We', 'compare', 'against', 'state-of-the-art', 'models', 'for', 'both', 'explicit', 'and', 'implicit', 'knowledge', 'storage', 'on', 'three', 'popular', 'Open-QA', 'benchmarks,', 'and', 'find', 'that', 'we', 'outperform', 'all', 'previous', 'methods', 'by', 'a', 'significant', 'margin', '(4-16%', 'absolute', 'accuracy),', 'while', 'also', 'providing', 'qualitative', 'benefits', 'such', 'as', 'interpretability', 'and', 'modularity.']",,
23,https://www.semanticscholar.org/paper/REALM%3A-Retrieval-Augmented-Language-Model-Guu-Lee/832fff14d2ed50eb7969c4c4b976c35776548f56,2,Title,0,REALM: Retrieval-Augmented Language Model Pre-Training.,REALM: Retrieval-Augmented Language Model Pre-Training.,,,"['REALM:', 'Retrieval-Augmented', 'Language', 'Model', 'Pre-Training.']",,
24,https://www.semanticscholar.org/paper/Few-shot-Natural-Language-Generation-for-Dialog-Peng-Zhu/080872cc51dffa3b72d3870f968fc296d33922a7,3,Abstract,0,"As a crucial component in task-oriented dialog systems, the Natural Language Generation (NLG) module converts a dialog act represented in a semantic form into a response in natural language.","As a crucial component in task-oriented dialog systems, the Natural Language Generation (NLG) module converts a dialog act represented in a semantic form into a response in natural language.",,,"['As', 'a', 'crucial', 'component', 'in', 'task-oriented', 'dialog', 'systems,', 'the', 'Natural', 'Language', 'Generation', '(NLG)', 'module', 'converts', 'a', 'dialog', 'act', 'represented', 'in', 'a', 'semantic', 'form', 'into', 'a', 'response', 'in', 'natural', 'language.']",,
25,https://www.semanticscholar.org/paper/Few-shot-Natural-Language-Generation-for-Dialog-Peng-Zhu/080872cc51dffa3b72d3870f968fc296d33922a7,3,Abstract,1,"The success of traditional template-based or statistical models typically relies on heavily annotated data, which is infeasible for new domains.","The success of traditional template-based or statistical models typically relies on heavily annotated data, which is infeasible for new domains.",,,"['The', 'success', 'of', 'traditional', 'template-based', 'or', 'statistical', 'models', 'typically', 'relies', 'on', 'heavily', 'annotated', 'data,', 'which', 'is', 'infeasible', 'for', 'new', 'domains.']",,
26,https://www.semanticscholar.org/paper/Few-shot-Natural-Language-Generation-for-Dialog-Peng-Zhu/080872cc51dffa3b72d3870f968fc296d33922a7,3,Abstract,2,"Therefore, it is pivotal for an NLG system to generalize well with limited labelled data in real applications.","Therefore, it is pivotal for an NLG system to generalize well with limited labelled data in real applications.",,,"['Therefore,', 'it', 'is', 'pivotal', 'for', 'an', 'NLG', 'system', 'to', 'generalize', 'well', 'with', 'limited', 'labelled', 'data', 'in', 'real', 'applications.']",,
27,https://www.semanticscholar.org/paper/Few-shot-Natural-Language-Generation-for-Dialog-Peng-Zhu/080872cc51dffa3b72d3870f968fc296d33922a7,3,Abstract,3,"To this end, we present FewShotWoz, the first NLG benchmark to simulate the few-shot learning setting in task-oriented dialog systems.","To this end, we present FewShotWoz, the first NLG benchmark to simulate the few-shot learning setting in task-oriented dialog systems.",,,"['To', 'this', 'end,', 'we', 'present', 'FewShotWoz,', 'the', 'first', 'NLG', 'benchmark', 'to', 'simulate', 'the', 'few-shot', 'learning', 'setting', 'in', 'task-oriented', 'dialog', 'systems.']",,
28,https://www.semanticscholar.org/paper/Few-shot-Natural-Language-Generation-for-Dialog-Peng-Zhu/080872cc51dffa3b72d3870f968fc296d33922a7,3,Abstract,4,"Further, we develop the SC-GPT model.","Further, we develop the",SC-GPT,model.,"['Further,', 'we', 'develop', 'the', 'SC-GPT', 'model.']","(4, 5)",
29,https://www.semanticscholar.org/paper/Few-shot-Natural-Language-Generation-for-Dialog-Peng-Zhu/080872cc51dffa3b72d3870f968fc296d33922a7,3,Abstract,5,"It is pre-trained on a large set of annotated NLG corpus to acquire the controllable generation ability, and fine-tuned with only a few domain-specific labels to adapt to new domains.","It is pre-trained on a large set of annotated NLG corpus to acquire the controllable generation ability, and fine-tuned with only a few domain-specific labels to adapt to new domains.",,,"['It', 'is', 'pre-trained', 'on', 'a', 'large', 'set', 'of', 'annotated', 'NLG', 'corpus', 'to', 'acquire', 'the', 'controllable', 'generation', 'ability,', 'and', 'fine-tuned', 'with', 'only', 'a', 'few', 'domain-specific', 'labels', 'to', 'adapt', 'to', 'new', 'domains.']",,
30,https://www.semanticscholar.org/paper/Few-shot-Natural-Language-Generation-for-Dialog-Peng-Zhu/080872cc51dffa3b72d3870f968fc296d33922a7,3,Abstract,6,"Experiments on FewShotWoz and the large Multi-Domain-WOZ datasets show that the proposed SC-GPT significantly outperforms existing methods, measured by various automatic metrics and human evaluations.",Experiments on FewShotWoz and the large Multi-Domain-WOZ datasets show that the proposed,SC-GPT,"significantly outperforms existing methods, measured by various automatic metrics and human evaluations.","['Experiments', 'on', 'FewShotWoz', 'and', 'the', 'large', 'Multi-Domain-WOZ', 'datasets', 'show', 'that', 'the', 'proposed', 'SC-GPT', 'significantly', 'outperforms', 'existing', 'methods,', 'measured', 'by', 'various', 'automatic', 'metrics', 'and', 'human', 'evaluations.']","(12, 13)",outperforms
31,https://www.semanticscholar.org/paper/Few-shot-Natural-Language-Generation-for-Dialog-Peng-Zhu/080872cc51dffa3b72d3870f968fc296d33922a7,3,Title,0,Few-shot Natural Language Generation for Task-Oriented Dialog.,Few-shot Natural Language Generation for Task-Oriented Dialog.,,,"['Few-shot', 'Natural', 'Language', 'Generation', 'for', 'Task-Oriented', 'Dialog.']",,
32,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,0,"Recent progress in NLP witnessed the development of large-scale pre-trained language models (GPT, BERT, XLNet, etc.)",Recent progress in NLP witnessed the development of large-scale pre-trained language models,"(GPT,","BERT, XLNet, etc.)","['Recent', 'progress', 'in', 'NLP', 'witnessed', 'the', 'development', 'of', 'large-scale', 'pre-trained', 'language', 'models', '(GPT,', 'BERT,', 'XLNet,', 'etc.)']","(12, 13)",
33,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,1,based on Transformer (Vaswani et al.,based on Transformer (Vaswani et al.,,,"['based', 'on', 'Transformer', '(Vaswani', 'et', 'al.']",,
34,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,2,"2017), and in a range of end tasks, such models have achieved state-of-the-art results, approaching human performance.","2017), and in a range of end tasks, such models have achieved state-of-the-art results, approaching human performance.",,,"['2017),', 'and', 'in', 'a', 'range', 'of', 'end', 'tasks,', 'such', 'models', 'have', 'achieved', 'state-of-the-art', 'results,', 'approaching', 'human', 'performance.']",,
35,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,3,This demonstrates the power of the stacked self-attention architecture when paired with a sufficient number of layers and a large amount of pre-training data.,This demonstrates the power of the stacked self-attention architecture when paired with a sufficient number of layers and a large amount of pre-training data.,,,"['This', 'demonstrates', 'the', 'power', 'of', 'the', 'stacked', 'self-attention', 'architecture', 'when', 'paired', 'with', 'a', 'sufficient', 'number', 'of', 'layers', 'and', 'a', 'large', 'amount', 'of', 'pre-training', 'data.']",,
36,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,4,"However, on tasks that require complex and long-distance reasoning where surface-level cues are not enough, there is still a large gap between the pre-trained models and human performance.","However, on tasks that require complex and long-distance reasoning where surface-level cues are not enough, there is still a large gap between the pre-trained models and human performance.",,,"['However,', 'on', 'tasks', 'that', 'require', 'complex', 'and', 'long-distance', 'reasoning', 'where', 'surface-level', 'cues', 'are', 'not', 'enough,', 'there', 'is', 'still', 'a', 'large', 'gap', 'between', 'the', 'pre-trained', 'models', 'and', 'human', 'performance.']",,
37,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,5,Strubell et al.,Strubell et al.,,,"['Strubell', 'et', 'al.']",,
38,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,6,(2018) recently showed that it is possible to inject knowledge of syntactic structure into a model through supervised self-attention.,(2018) recently showed that it is possible to inject knowledge of syntactic structure into a model through supervised self-attention.,,,"['(2018)', 'recently', 'showed', 'that', 'it', 'is', 'possible', 'to', 'inject', 'knowledge', 'of', 'syntactic', 'structure', 'into', 'a', 'model', 'through', 'supervised', 'self-attention.']",,
39,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,7,"We conjecture that a similar injection of semantic knowledge, in particular, coreference information, into an existing model would improve performance on such complex problems.","We conjecture that a similar injection of semantic knowledge, in particular, coreference information, into an existing model would improve performance on such complex problems.",,,"['We', 'conjecture', 'that', 'a', 'similar', 'injection', 'of', 'semantic', 'knowledge,', 'in', 'particular,', 'coreference', 'information,', 'into', 'an', 'existing', 'model', 'would', 'improve', 'performance', 'on', 'such', 'complex', 'problems.']",,
40,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,8,On the LAMBADA (Paperno et al.,On the LAMBADA (Paperno et al.,,,"['On', 'the', 'LAMBADA', '(Paperno', 'et', 'al.']",,
41,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,9,"2016) task, we show that a model trained from scratch with coreference as auxiliary supervision for self-attention outperforms the largest GPT-2 model, setting the new state-of-the-art, while only containing a tiny fraction of parameters compared to GPT-2.","2016) task, we show that a model trained from scratch with coreference as auxiliary supervision for self-attention outperforms the largest",GPT-2,"model, setting the new state-of-the-art, while only containing a tiny fraction of parameters compared to GPT-2.","['2016)', 'task,', 'we', 'show', 'that', 'a', 'model', 'trained', 'from', 'scratch', 'with', 'coreference', 'as', 'auxiliary', 'supervision', 'for', 'self-attention', 'outperforms', 'the', 'largest', 'GPT-2', 'model,', 'setting', 'the', 'new', 'state-of-the-art,', 'while', 'only', 'containing', 'a', 'tiny', 'fraction', 'of', 'parameters', 'compared', 'to', 'GPT-2.']","(20, 21)",setting
42,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,9,"2016) task, we show that a model trained from scratch with coreference as auxiliary supervision for self-attention outperforms the largest GPT-2 model, setting the new state-of-the-art, while only containing a tiny fraction of parameters compared to GPT-2.","2016) task, we show that a model trained from scratch with coreference as auxiliary supervision for self-attention outperforms the largest GPT-2 model, setting the new state-of-the-art, while only containing a tiny fraction of parameters compared to",GPT-2,.,"['2016)', 'task,', 'we', 'show', 'that', 'a', 'model', 'trained', 'from', 'scratch', 'with', 'coreference', 'as', 'auxiliary', 'supervision', 'for', 'self-attention', 'outperforms', 'the', 'largest', 'GPT-2', 'model,', 'setting', 'the', 'new', 'state-of-the-art,', 'while', 'only', 'containing', 'a', 'tiny', 'fraction', 'of', 'parameters', 'compared', 'to', 'GPT-2', '.']","(36, 37)",
43,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,10,"We also conduct a thorough analysis of different variants of model architectures and supervision configurations, suggesting future directions on applying similar techniques to other problems.","We also conduct a thorough analysis of different variants of model architectures and supervision configurations, suggesting future directions on applying similar techniques to other problems.",,,"['We', 'also', 'conduct', 'a', 'thorough', 'analysis', 'of', 'different', 'variants', 'of', 'model', 'architectures', 'and', 'supervision', 'configurations,', 'suggesting', 'future', 'directions', 'on', 'applying', 'similar', 'techniques', 'to', 'other', 'problems.']",,
44,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Title,0,Attending to Entities for Better Text Understanding.,Attending to Entities for Better Text Understanding.,,,"['Attending', 'to', 'Entities', 'for', 'Better', 'Text', 'Understanding.']",,
